#Iterations	Temperature	Chi2	Type	Histogram	Connect	Total
1	1035.37	10249.8	0	6188.42	106599	123037
2	1035.37	10228.6	0	6195.94	106599	123024
3	1035.37	10241.4	0	6215.15	106599	123056
4	1035.37	10250.3	0	6226.48	106599	123076
5	1035.37	10284.9	0	6221.49	106599	123106
6	1035.37	10272.4	0	6205.67	106599	123077
7	1035.37	10302.6	0	6223.92	106599	123126
8	1035.37	10281.1	0	6220.19	106599	123100
9	1035.37	10254.7	0	6211.15	106599	123065
10	1035.37	10304.7	0	6193.68	106599	123097
11	1035.37	10292.8	0	6199.49	106599	123091
12	1035.37	10309	0	6181.25	106599	123089
13	1035.37	10241.5	0	6163.93	106599	123005
14	1035.37	10220.8	0	6170.99	106599	122991
15	1035.37	10213.3	0	6134.3	106599	122947
16	1035.37	10216.6	0	6128.47	106599	122944
17	1035.37	10237.6	0	6133.15	106599	122970
18	1035.37	10210.1	0	6129.2	106599	122938
19	1035.37	10201.2	0	6151.46	106599	122952
20	1035.37	10149.4	0	6157.42	106599	122906
21	1035.37	10159.6	0	6164.24	106599	122923
22	1035.37	10150.4	0	6133.99	102593	118878
23	1035.37	10050.9	0	6099.46	102593	118744
24	1035.37	10062.2	0	6096.95	100774	116934
25	1035.37	10036.7	0	6098.15	100774	116909
26	1035.37	10040.6	0	6090.1	100774	116905
27	1035.37	10078.8	0	6078.66	100774	116932
28	1035.37	10053.6	0	6100.1	100774	116928
29	1035.37	10060.3	0	6098.73	100774	116933
30	1035.37	10011.8	0	6069.29	100774	116856
31	1035.37	10020.5	0	6100.01	100774	116895
32	1035.37	9969.68	0	6082.58	100774	116827
33	1035.37	9970.45	0	6072.43	100774	116817
34	1035.37	9948.54	0	6043.28	100774	116766
35	1035.37	9949.73	0	6039.62	100774	116764
36	1035.37	10011.8	0	6051.85	100774	116838
37	1035.37	10058.8	0	6040.37	100774	116874
38	1035.37	10043.1	0	6027.99	100774	116846
39	1035.37	10069	0	6021.15	100774	116865
40	1035.37	10012.8	0	5997.05	100774	116784
41	1035.37	9991.83	0	6004.13	100774	116770
42	1035.37	10072.7	0	6022.31	100774	116869
43	1035.37	10058.9	0	6028.81	100774	116862
44	1035.37	10111.8	0	6044.71	100774	116931
45	1035.37	10121.8	0	6045.51	100774	116942
46	1035.37	10086.2	0	6049.84	100774	116910
47	1035.37	10088.4	0	6042.32	100774	116905
48	1035.37	10052	0	6028.59	100774	116855
49	1035.37	10040	0	6009.05	100774	116824
50	1035.37	10015.6	0	6015.63	100774	116806
51	1035.37	10050	0	6011.5	100774	116836
52	1035.37	10014.6	0	6012.98	100774	116802
53	1035.37	9999.69	0	6002.77	100774	116777
54	1035.37	10003.2	0	6005.25	100774	116783
55	1035.37	10104.3	0	6005.94	100774	116885
56	1035.37	10119.1	0	6022.12	100774	116916
57	1035.37	10127	0	6009.34	100774	116911
58	1035.37	10087.1	0	6006.89	95898.9	111993
59	1035.37	10095.9	0	6003.77	95898.9	111999
60	1035.37	10077.9	0	6007.01	95898.9	111984
61	1035.37	10092.8	0	5996.28	95898.9	111988
62	1035.37	10070.1	0	5977.51	95898.9	111946
63	1035.37	10063.9	0	5958.08	95898.9	111921
64	1035.37	10058.2	0	5968.49	95898.9	111926
65	1035.37	10025.1	0	5930.4	95898.9	111854
66	1035.37	10043.8	0	5956.1	95898.9	111899
67	1035.37	10018.9	0	5946.88	95898.9	111865
68	1035.37	9982.76	0	5926.19	95898.9	111808
69	1035.37	9946.67	0	5886.25	95898.9	111732
70	1035.37	9958.54	0	5885.24	95898.9	111743
71	1035.37	9918.4	0	5870.18	95898.9	111687
72	1035.37	9918.54	0	5848.44	95898.9	111666
73	1035.37	9928.49	0	5868.5	95898.9	111696
74	1035.37	9954.12	0	5866.04	95898.9	111719
75	1035.37	9955.71	0	5859.09	95898.9	111714
76	1035.37	10019.8	0	5893.94	95898.9	111813
77	1035.37	10003	0	5871.36	95898.9	111773
78	1035.37	9930.31	0	5848.23	95898.9	111677
79	1035.37	9976.52	0	5857.04	95898.9	111732
80	1035.37	10006.4	0	5851.43	95898.9	111757
81	1035.37	9993.78	0	5863.07	95898.9	111756
82	1035.37	9992.5	0	5847.63	95898.9	111739
83	1035.37	10024.4	0	5868.6	95898.9	111792
84	1035.37	10024.6	0	5887.45	95898.9	111811
85	1035.37	10045.9	0	5871.51	95898.9	111816
86	1035.37	10046.1	0	5876.08	95898.9	111821
87	1035.37	10061.4	0	5838.38	95898.9	111799
88	1035.37	10055	0	5830.81	95898.9	111785
89	1035.37	10074.8	0	5825.09	95898.9	111799
90	1035.37	10301.7	0	5839.13	95898.9	112040
91	1035.37	10320.6	0	5857.84	95898.9	112077
92	1035.37	10321.5	0	5841.1	95898.9	112062
93	1035.37	10307.9	0	5826.85	95898.9	112034
94	1035.37	10285.5	0	5804.86	94435.2	110526
95	1035.37	10260.9	0	5799.85	94435.2	110496
96	1035.37	10321.6	0	5814.73	94435.2	110571
97	1035.37	10315.4	0	5818.23	94435.2	110569
98	1035.37	10360.3	0	5804.77	94435.2	110600
99	1035.37	10390.9	0	5798.06	94435.2	110624
100	1035.37	10380.7	0	5792.18	94435.2	110608
101	1035.37	10369.6	0	5818.26	94435.2	110623
102	1035.37	10280.7	0	5802.52	94435.2	110518
103	1035.37	10458.2	0	5804.86	94435.2	110698
104	1035.37	10435.6	0	5797.17	94435.2	110668
105	1035.37	10288.8	0	5780.32	94435.2	110504
106	1035.37	10468	0	5738.48	94435.2	110642
107	1035.37	10448.2	0	5708.15	94435.2	110592
108	1035.37	10458.4	0	5712.19	94435.2	110606
109	1035.37	10486.8	0	5733.04	94435.2	110655
110	1035.37	10457.8	0	5695.3	94435.2	110588
111	1035.37	10411.7	0	5691.72	94435.2	110539
112	1035.37	10380.9	0	5702.86	94435.2	110519
113	1035.37	10339.7	0	5690.6	94435.2	110465
114	1035.37	10322.5	0	5667.53	93039.6	109030
115	1035.37	10331.6	0	5660.08	93039.6	109031
116	1035.37	10324.8	0	5643.29	93039.6	109008
117	1035.37	10254.7	0	5589.6	75104.5	90948.8
118	1035.37	10250.5	0	5601.72	75104.5	90956.7
119	1035.37	10272	0	5596.28	75104.5	90972.7
120	1035.37	10306.5	0	5619.9	75104.5	91030.9
121	1035.37	10295	0	5612.21	75104.5	91011.7
122	1035.37	10311.5	0	5633.44	75104.5	91049.4
123	1035.37	10274.1	0	5655.49	75104.5	91034.1
124	1035.37	10238.2	0	5634.88	75104.5	90977.6
125	1035.37	10265.7	0	5650.97	75104.5	91021.2
126	1035.37	10264.1	0	5644.06	75104.5	91012.6
127	1035.37	10370.4	0	5637.13	75104.5	91112
128	1035.37	10346.8	0	5648.11	75104.5	91099.4
129	1035.37	10318.1	0	5632.76	75104.5	91055.3
130	1035.37	10138.5	0	5610.28	75104.5	90853.3
131	1035.37	10146.3	0	5622.14	75104.5	90872.9
132	1035.37	10153.4	0	5620.14	75104.5	90878.1
133	1035.37	10250.2	0	5653.41	75104.5	91008.1
134	1035.37	10277.2	0	5653.84	75104.5	91035.6
135	1035.37	10309.3	0	5650.74	75104.5	91064.5
136	1035.37	10242.6	0	5585.6	74363.7	90191.9
137	1035.37	10144.2	0	5568.17	74363.7	90076.1
138	1035.37	10141.2	0	5570.87	74363.7	90075.8
139	1035.37	10136.9	0	5577.81	74363.7	90078.5
140	1035.37	10124.4	0	5567.07	74363.7	90055.2
141	1035.37	10047.9	0	5545.82	74363.7	89957.4
142	1035.37	10133.3	0	5547.57	74363.7	90044.6
143	1035.37	10101.1	0	5540.25	74363.7	90005.1
144	1035.37	10101.3	0	5545.42	74363.7	90010.4
145	1035.37	10011.8	0	5563.51	74363.7	89939
146	1035.37	10165.5	0	5559.84	74363.7	90089
147	1035.37	10279.5	0	5559.66	74363.7	90202.8
148	1035.37	10309.2	0	5536.7	74363.7	90209.6
149	1035.37	10256.1	0	5543.7	74363.7	90163.5
150	1035.37	10282.1	0	5549.84	74363.7	90195.7
151	1035.37	10290.7	0	5574.55	74363.7	90228.9
152	1035.37	10265	0	5597.79	74363.7	90226.5
153	1035.37	10367.4	0	5613.51	74363.7	90344.6
154	1035.37	10347.7	0	5597.49	74363.7	90308.9
155	1035.37	10358.8	0	5625.7	74363.7	90348.2
156	1035.37	10404.4	0	5629.16	74363.7	90397.2
157	1035.37	10323.6	0	5612.22	74363.7	90299.5
158	1035.37	10365.1	0	5619.1	73640.8	89625
159	1035.37	10367.9	0	5642.32	73640.8	89651
160	1035.37	10327.2	0	5601.45	73640.8	89569.5
161	1035.37	10345.3	0	5579.04	73640.8	89565.2
162	1035.37	10363.8	0	5578.52	73640.8	89583.1
163	1035.37	10453.3	0	5575.37	73640.8	89669.5
164	1035.37	10497.1	0	5557.46	73640.8	89695.3
165	1035.37	10484.9	0	5558.97	73640.8	89684.7
166	1035.37	10475.9	0	5555.68	73640.8	89672.3
