#Iterations	Temperature	Chi2	Type	Histogram	Connect	Total
45	915.638	8808.64	0	5759.93	78265.3	92833.9
46	915.638	8824.5	0	5771.88	77443.3	92039.7
47	915.638	8775.12	0	5751.75	77443.3	91970.2
48	915.638	8796.37	0	5735.71	77443.3	91975.4
49	915.638	8828.08	0	5725.21	77443.3	91996.6
50	915.638	8825.39	0	5729.92	77443.3	91998.7
51	915.638	8927.03	0	5709.1	77443.3	92079.5
52	915.638	8960.04	0	5696.23	77443.3	92099.6
53	915.638	8947.34	0	5689.88	77443.3	92080.6
54	915.638	9004.73	0	5666.33	76643.3	91314.3
55	915.638	9032.28	0	5635.18	75864	90531.5
56	915.638	9024.49	0	5615.05	75864	90503.6
57	915.638	9037.39	0	5620.36	75864	90521.8
58	915.638	9054.79	0	5624.77	75864	90543.6
59	915.638	9060.84	0	5612.04	75864	90536.9
60	915.638	9092.85	0	5614.36	75864	90571.2
61	915.638	9072.09	0	5592.84	75864	90529
62	915.638	9041.16	0	5573.49	75864	90478.7
63	915.638	8989.56	0	5549.78	75864	90403.4
64	915.638	9012.58	0	5565.68	75864	90442.3
65	915.638	8932.1	0	5580.94	75864	90377.1
66	915.638	8917.24	0	5571.78	75864	90353
67	915.638	9148.87	0	5579.94	75864	90592.8
68	915.638	9212.77	0	5582.73	75864	90659.5
69	915.638	9228.2	0	5577.44	75864	90669.7
70	915.638	9235.05	0	5564.65	75864	90663.7
71	915.638	9251.71	0	5563.74	75864	90679.5
72	915.638	9256.18	0	5558.39	75864	90678.6
73	915.638	9241.84	0	5554.67	75104.5	89901
74	915.638	9240.7	0	5538.08	74363.7	89142.5
75	915.638	9344.97	0	5549.4	74363.7	89258.1
76	915.638	9344.54	0	5516.64	74363.7	89224.9
77	915.638	9370.02	0	5491.29	74363.7	89225
78	915.638	9379.08	0	5480.58	74363.7	89223.4
79	915.638	9374.51	0	5488.71	73640.8	88504
80	915.638	9399.52	0	5514.39	73640.8	88554.7
81	915.638	9378.11	0	5513.21	73640.8	88532.1
82	915.638	9378.78	0	5501.38	73640.8	88520.9
83	915.638	9368.61	0	5482.19	73640.8	88491.6
84	915.638	9352.07	0	5485.22	73640.8	88478.1
85	915.638	9347.08	0	5497.28	73640.8	88485.1
86	915.638	9501.63	0	5469.26	73640.8	88611.7
87	915.638	9586.49	0	5486.68	73640.8	88714
88	915.638	9550.79	0	5486.97	73640.8	88678.5
89	915.638	9492.84	0	5480.16	73640.8	88613.8
90	915.638	9515.44	0	5480.03	73640.8	88636.3
91	915.638	9422.77	0	5474.42	73640.8	88538
92	915.638	9290.79	0	5459.85	73640.8	88391.4
93	915.638	9234.65	0	5457.93	73640.8	88333.4
94	915.638	9228.07	0	5465.8	74363.7	89057.6
95	915.638	9252.74	0	5447.51	74363.7	89064
96	915.638	9230.35	0	5451.06	74363.7	89045.1
97	915.638	9214.33	0	5412.42	73640.8	88267.5
98	915.638	9171.44	0	5417.05	73640.8	88229.3
99	915.638	9220.07	0	5448.12	73640.8	88309
100	915.638	9233.11	0	5450.15	73640.8	88324.1
101	915.638	9214.03	0	5438.43	73640.8	88293.2
102	915.638	9207.55	0	5427.57	73640.8	88275.9
103	915.638	9176.78	0	5399.2	73640.8	88216.8
104	915.638	9187.72	0	5371.05	72934.9	87493.6
105	915.638	9213.6	0	5332.86	72934.9	87481.3
106	915.638	9244.93	0	5314.44	72934.9	87494.2
107	915.638	9400.26	0	5290.06	72934.9	87625.2
108	915.638	9398.39	0	5270.92	72245.2	86914.5
109	915.638	9418.97	0	5266.88	71571	86256.9
110	915.638	9398.65	0	5226.13	71571	86195.8
111	915.638	9350.87	0	5214.17	71571	86136
112	915.638	9358.89	0	5189.87	71571	86119.8
113	915.638	9323.7	0	5189.12	71571	86083.8
114	915.638	9338.8	0	5204.41	71571	86114.2
115	915.638	9348.18	0	5211.98	71571	86131.2
116	915.638	9327.3	0	5205.67	71571	86104
117	915.638	9322.29	0	5200.44	71571	86093.7
118	915.638	9341.37	0	5192.3	71571	86104.7
119	915.638	9376.61	0	5183.31	71571	86130.9
120	915.638	9413.98	0	5189.6	71571	86174.6
121	915.638	9325.96	0	5148.85	70911.6	85386.5
122	915.638	9305.74	0	5110.38	70911.6	85327.8
123	915.638	9323.34	0	5102.64	70911.6	85337.6
124	915.638	9350.39	0	5091.67	70911.6	85353.7
125	915.638	9406.96	0	5112.93	70911.6	85431.5
126	915.638	9447.62	0	5118.26	71571	86136.9
127	915.638	9463.81	0	5092.16	71571	86127
128	915.638	9422.62	0	5089.5	71571	86083.1
129	915.638	9410.96	0	5093.32	71571	86075.3
130	915.638	9359.96	0	5097.56	71571	86028.5
131	915.638	9370.33	0	5100.61	71571	86041.9
132	915.638	9351.45	0	5100.6	71571	86023.1
133	915.638	9381.76	0	5126.38	70911.6	85419.8
134	915.638	9386.59	0	5123.83	70911.6	85422
135	915.638	9490.64	0	5140.95	70911.6	85543.2
136	915.638	9505.45	0	5155.9	70911.6	85573
137	915.638	9498.19	0	5138.62	70911.6	85548.4
138	915.638	9549	0	5154.88	70911.6	85615.5
139	915.638	9523.66	0	5159.38	70266.4	84949.5
140	915.638	9600.08	0	5185.04	70266.4	85051.6
141	915.638	9534.75	0	5182.88	70266.4	84984.1
142	915.638	9534.76	0	5181.21	70266.4	84982.4
143	915.638	9535.73	0	5201.04	70266.4	85003.2
144	915.638	9581.37	0	5223.07	71571	86375.4
145	915.638	9564.04	0	5186.22	71571	86321.3
146	915.638	9558.57	0	5188.47	71571	86318
147	915.638	9566.62	0	5192.42	71571	86330
148	915.638	9648.92	0	5171.93	71571	86391.9
149	915.638	9678.47	0	5172.82	71571	86422.3
150	915.638	9758.89	0	5196.31	71571	86526.2
151	915.638	9747.24	0	5180.63	71571	86498.9
152	915.638	9747.12	0	5171.09	71571	86489.2
153	915.638	9851.27	0	5172.13	71571	86594.4
154	915.638	9825.53	0	5191.22	71571	86587.8
155	915.638	9764.83	0	5195.97	71571	86531.8
156	915.638	9737.48	0	5201.02	71571	86509.5
157	915.638	9738.34	0	5195.24	71571	86504.6
158	915.638	9737.7	0	5201.13	71571	86509.8
159	915.638	9641.79	0	5207.93	71571	86420.7
160	915.638	9648.84	0	5167.03	71571	86386.9
161	915.638	9664.46	0	5184.44	71571	86419.9
162	915.638	9838.73	0	5174.94	71571	86584.7
163	915.638	9921.76	0	5162.41	71571	86655.2
164	915.638	9939.38	0	5167.59	71571	86678
165	915.638	9908.89	0	5161.96	71571	86641.8
166	915.638	9875.83	0	5160.56	70911.6	85948
167	915.638	9895.78	0	5163.43	70911.6	85970.8
168	915.638	9943.7	0	5167.73	70911.6	86023.1
169	915.638	9983.57	0	5169.03	70911.6	86064.2
170	915.638	9897.59	0	5102.58	70266.4	85266.6
171	915.638	9898.65	0	5068	70266.4	85233.1
172	915.638	9888.82	0	5058.86	70266.4	85214.1
173	915.638	9882.62	0	5052.19	70266.4	85201.3
174	915.638	9873.33	0	5068.12	70266.4	85207.9
175	915.638	9869.85	0	5096.24	70266.4	85232.5
176	915.638	9824.58	0	5103.01	70266.4	85194
177	915.638	9785.19	0	5088.26	70266.4	85139.9
178	915.638	9844.02	0	5102.98	70266.4	85213.4
179	915.638	9845.14	0	5129.15	70266.4	85240.7
180	915.638	9855.75	0	5113.9	70266.4	85236.1
181	915.638	9948.01	0	5122.83	70266.4	85337.3
182	915.638	10055.8	0	5123.76	70266.4	85446
183	915.638	10060.6	0	5139.42	69634.8	84834.8
184	915.638	10062.3	0	5139.32	69634.8	84836.4
185	915.638	10023.7	0	5154.4	69634.8	84812.9
186	915.638	10012.5	0	5149.43	69634.8	84796.8
187	915.638	10020.4	0	5203.26	70266.4	85490.1
188	915.638	10004.4	0	5193.93	70266.4	85464.8
189	915.638	10021.7	0	5194.78	70911.6	86128.1
190	915.638	10046.2	0	5197.17	70911.6	86155
191	915.638	10206.6	0	5206.41	70911.6	86324.7
192	915.638	10188.4	0	5234.73	70911.6	86334.7
193	915.638	10189.3	0	5238.7	70911.6	86339.6
194	915.638	10221	0	5278.06	71571	87070
195	915.638	10184.9	0	5236.16	71571	86992
196	915.638	10116.2	0	5200.43	71571	86887.6
197	915.638	10060.4	0	5180.3	70911.6	86152.4
198	915.638	10075.4	0	5162.48	70911.6	86149.5
199	915.638	9994.34	0	5122.43	70911.6	86028.4
200	915.638	9960.72	0	5120.8	70911.6	85993.2
201	915.638	10087.9	0	5126.46	70911.6	86126
202	915.638	10043.7	0	5129.02	70911.6	86084.3
203	915.638	10094	0	5133.88	70911.6	86139.5
204	915.638	10185.7	0	5144.15	70911.6	86241.5
205	915.638	10218.1	0	5145.59	70911.6	86275.3
206	915.638	10217.4	0	5135.47	70911.6	86264.5
207	915.638	10212.3	0	5115.34	70911.6	86239.3
208	915.638	10190	0	5096.2	71571	86857.2
209	915.638	10214.3	0	5102.05	71571	86887.4
210	915.638	10157.2	0	5133.16	71571	86861.4
211	915.638	10244.3	0	5132.97	71571	86948.3
212	915.638	10224.5	0	5098.54	71571	86894
213	915.638	10253.3	0	5106.52	71571	86930.8
214	915.638	10261.8	0	5125.94	71571	86958.8
215	915.638	10289	0	5127.54	71571	86987.6
216	915.638	10266.7	0	5155.84	71571	86993.6
217	915.638	10261.2	0	5159.32	71571	86991.6
218	915.638	10280.6	0	5165.18	71571	87016.7
219	915.638	10186.5	0	5164.07	71571	86921.6
220	915.638	10172.8	0	5169.91	71571	86913.7
221	915.638	10080.3	0	5151.79	71571	86803
222	915.638	9932.27	0	5145.18	71571	86648.4
223	915.638	9903.47	0	5124.72	71571	86599.2
224	915.638	9890.33	0	5111.44	71571	86572.8
225	915.638	9924.12	0	5131.95	71571	86627.1
226	915.638	9925.82	0	5083.6	71571	86580.4
227	915.638	9827.66	0	5074.04	71571	86472.7
228	915.638	9987.13	0	5071.12	71571	86629.3
229	915.638	9981.62	0	5037.28	71571	86589.9
230	915.638	10044.8	0	5038.33	71571	86654.1
231	915.638	10078.4	0	5066.17	71571	86715.5
232	915.638	10098.9	0	5039.06	65550.9	80688.8
233	915.638	10074.3	0	5012.39	65550.9	80637.5
234	915.638	10243.6	0	5036.67	65550.9	80831.1
235	915.638	10225.5	0	5050.73	65550.9	80827.1
236	915.638	10184.5	0	5041.18	65550.9	80776.6
237	915.638	10182.2	0	5017.54	65550.9	80750.6
238	915.638	10128.3	0	5008.93	65550.9	80688.1
239	915.638	10115.2	0	4992.41	65550.9	80658.5
240	915.638	10109.8	0	4989.38	65550.9	80650.1
241	915.638	10109.4	0	4994.35	65550.9	80654.6
242	915.638	10084.6	0	4972.19	65550.9	80607.7
243	915.638	10136.2	0	4955.58	65550.9	80642.6
244	915.638	10091.1	0	4940.66	65550.9	80582.6
245	915.638	10065.5	0	4915.91	65550.9	80532.3
246	915.638	10083.3	0	4948.1	65550.9	80582.3
247	915.638	10044.3	0	4955.78	65010.3	80010.4
248	915.638	9886.97	0	4973.75	65010.3	79871
249	915.638	10055.9	0	4993.32	65010.3	80059.5
250	915.638	10040.8	0	4990.35	65010.3	80041.5
251	915.638	10074.7	0	4996.38	65010.3	80081.4
252	915.638	10114.8	0	5011.26	65010.3	80136.4
253	915.638	9981.41	0	5003.12	65010.3	79994.9
254	915.638	9938.37	0	4943.78	65010.3	79892.5
255	915.638	9961.77	0	4925.93	65010.3	79898
256	915.638	9987.37	0	4958.63	65010.3	79956.3
257	915.638	9978.97	0	4958.66	64479.3	79417
258	915.638	9933.72	0	4937.93	64479.3	79351
259	915.638	9908.98	0	4958.65	64479.3	79347
260	915.638	9901.07	0	4926.3	63957.6	78785
261	915.638	9797.86	0	4921.27	63957.6	78676.7
262	915.638	9745.61	0	4910.64	63957.6	78613.8
263	915.638	9725.63	0	4899.23	63957.6	78582.4
264	915.638	9670.72	0	4888.87	64479.3	79038.9
265	915.638	9659.98	0	4895.29	64479.3	79034.6
266	915.638	9665.67	0	4876.68	64479.3	79021.7
267	915.638	9697.94	0	4881.52	63957.6	78537
268	915.638	9693.26	0	4836.14	62940.5	77469.9
269	915.638	9749.27	0	4836.22	62940.5	77526
270	915.638	9688.25	0	4822.25	62940.5	77451
271	915.638	9681.99	0	4770.08	62940.5	77392.6
272	915.638	9673.84	0	4770.42	62940.5	77384.8
273	915.638	9558.56	0	4743.88	61956.8	76259.3
274	915.638	9434.63	0	4717.84	61476.8	75629.3
275	915.638	9368.44	0	4721.6	61004.4	75094.4
276	915.638	9358.42	0	4733.15	61004.4	75095.9
277	915.638	9371.49	0	4725.89	61004.4	75101.8
278	915.638	9203.87	0	4733.48	61004.4	74941.7
279	915.638	9196.67	0	4721.19	61004.4	74922.2
280	915.638	9197.87	0	4739.08	61004.4	74941.3
281	915.638	9188.06	0	4718.55	61004.4	74911
282	915.638	9174.3	0	4727.96	61004.4	74906.6
283	915.638	9164.8	0	4720.69	61004.4	74889.9
284	915.638	9139.78	0	4725.55	61476.8	75342.2
285	915.638	9200.69	0	4732.82	61004.4	74937.9
286	915.638	9155.28	0	4745.14	61004.4	74904.8
287	915.638	9155.45	0	4730.41	61004.4	74890.2
288	915.638	9174.17	0	4726.82	61004.4	74905.4
289	915.638	9207.22	0	4745.25	61004.4	74956.9
290	915.638	9220.61	0	4762.97	61004.4	74988
291	915.638	9237.74	0	4754.6	61004.4	74996.7
292	915.638	9197.47	0	4735.8	61004.4	74937.6
293	915.638	9301.25	0	4746.76	61004.4	75052.4
294	915.638	9202.9	0	4710.32	61004.4	74917.6
295	915.638	9287	0	4688.88	61004.4	74980.3
296	915.638	9208.6	0	4667.26	61004.4	74880.2
297	915.638	9190.19	0	4637.51	61004.4	74832.1
298	915.638	9139.56	0	4654.41	61004.4	74798.3
299	915.638	9164.43	0	4643.66	61004.4	74812.5
300	915.638	9180.72	0	4657.72	61004.4	74842.8
301	915.638	9171.53	0	4659.85	61004.4	74835.8
302	915.638	9163.91	0	4661.12	61004.4	74829.4
303	915.638	9157.17	0	4654.74	61004.4	74816.3
304	915.638	9149.59	0	4651.4	61004.4	74805.4
305	915.638	9130.41	0	4617.24	60539.3	74286.9
306	915.638	9139.23	0	4632.57	60539.3	74311
307	915.638	9124.76	0	4658.13	60081.2	73864.1
308	915.638	9098.37	0	4647.04	60081.2	73826.6
309	915.638	9094.29	0	4617.15	60081.2	73792.7
310	915.638	9172.52	0	4616.62	60081.2	73870.4
311	915.638	9085.14	0	4626.2	60081.2	73792.6
312	915.638	9023.18	0	4614.83	60081.2	73719.2
313	915.638	9134.46	0	4638.73	60081.2	73854.4
314	915.638	9144.11	0	4616.55	60081.2	73841.9
315	915.638	9157.55	0	4587.94	60081.2	73826.7
316	915.638	9147.51	0	4602.73	60081.2	73831.5
317	915.638	9147.99	0	4609.2	60081.2	73838.4
318	915.638	9156.59	0	4601.83	60081.2	73839.7
319	915.638	9182.03	0	4626.59	60081.2	73889.9
320	915.638	9173.33	0	4619.09	60081.2	73873.7
321	915.638	9203.85	0	4625.77	60081.2	73910.9
322	915.638	9123.44	0	4651.33	60081.2	73856
323	915.638	9197.1	0	4698.5	60081.2	73976.8
324	915.638	9187.16	0	4709.72	59630.1	73527
325	915.638	9217.45	0	4729.61	60081.2	74028.3
326	915.638	9238.32	0	4690.45	59630.1	73558.9
327	915.638	9200.37	0	4646.79	59630.1	73477.3
328	915.638	9304.53	0	4642.54	59630.1	73577.2
329	915.638	9311.9	0	4642.46	59630.1	73584.5
330	915.638	9271.76	0	4631.78	60081.2	73984.8
331	915.638	9259.57	0	4606.81	59630.1	73496.5
332	915.638	9260.31	0	4613.04	59630.1	73503.5
333	915.638	9249.92	0	4597.95	59630.1	73478
334	915.638	9171.38	0	4557.27	59630.1	73358.7
335	915.638	9163.7	0	4572.07	59630.1	73365.9
336	915.638	9151.34	0	4549.78	59630.1	73331.2
337	915.638	9143.24	0	4552.89	59630.1	73326.2
338	915.638	9148.92	0	4550.26	59630.1	73329.3
339	915.638	9155.98	0	4571.93	59630.1	73358
340	915.638	9114.03	0	4580.67	59630.1	73324.8
341	915.638	9106.36	0	4593.9	58316	72016.3
342	915.638	9122.88	0	4607.59	58316	72046.5
343	915.638	9089.13	0	4575.08	58316	71980.2
344	915.638	9075.55	0	4571.18	58316	71962.8
345	915.638	9055.44	0	4608.45	58316	71979.9
346	915.638	9135.78	0	4616.85	58316	72068.7
347	915.638	9102.91	0	4611.54	58316	72030.5
348	915.638	9119.37	0	4621.42	58316	72056.8
349	915.638	9084.97	0	4603.38	58316	72004.4
350	915.638	9134.21	0	4603.02	58316	72053.2
351	915.638	9001.75	0	4582.41	58316	71900.2
352	915.638	9027.98	0	4582.97	58316	71927
353	915.638	8922.03	0	4588.37	57890.5	71400.9
354	915.638	8905.21	0	4577.02	57890.5	71372.7
355	915.638	8903.87	0	4552.59	57890.5	71346.9
356	915.638	8816.91	0	4524.22	57890.5	71231.6
357	915.638	8804.6	0	4504.63	57890.5	71199.7
358	915.638	8809.92	0	4509.7	57470.9	70790.5
359	915.638	8814.83	0	4512.32	57470.9	70798
360	915.638	8751.51	0	4551.99	57470.9	70774.4
361	915.638	8705.09	0	4540.05	57470.9	70716
362	915.638	8715.27	0	4544.31	57470.9	70730.5
363	915.638	8742.84	0	4573.09	57470.9	70786.8
364	915.638	8730.18	0	4566.14	57470.9	70767.2
365	915.638	8744.85	0	4589.96	57890.5	71225.3
366	915.638	8721.23	0	4546.96	57890.5	71158.7
367	915.638	8751.09	0	4539.78	57890.5	71181.4
368	915.638	8772.99	0	4537.65	57890.5	71201.1
369	915.638	8762.95	0	4537.3	57890.5	71190.7
370	915.638	8749.06	0	4523.82	57890.5	71163.4
371	915.638	8762.48	0	4521.38	57890.5	71174.3
372	915.638	8776.23	0	4502.68	57890.5	71169.4
373	915.638	8800.86	0	4519.25	57890.5	71210.6
374	915.638	8795.74	0	4516.06	57890.5	71202.3
375	915.638	8794.62	0	4486.39	57890.5	71171.5
376	915.638	8785.91	0	4470.29	57470.9	70727.1
377	915.638	8763.2	0	4477.47	57470.9	70711.6
378	915.638	8814.82	0	4506.22	57470.9	70791.9
379	915.638	8806.01	0	4545.76	57890.5	71242.2
380	915.638	8785.71	0	4536.88	57890.5	71213.1
381	915.638	8745.55	0	4504.02	57890.5	71140
382	915.638	8786.16	0	4512.13	57890.5	71188.8
383	915.638	8761.1	0	4475.07	57890.5	71126.6
384	915.638	8757.47	0	4457.43	57470.9	70685.8
385	915.638	8761.29	0	4457.6	57057.1	70276
386	915.638	8757.55	0	4467.58	57057.1	70282.2
387	915.638	8725.79	0	4462.05	57057.1	70244.9
388	915.638	8721.78	0	4445.11	57057.1	70224
389	915.638	8686	0	4425.06	57057.1	70168.1
390	915.638	8711.35	0	4421.64	57057.1	70190.1
391	915.638	8787.71	0	4450.71	56648.9	69887.3
392	915.638	8834.52	0	4466.85	56648.9	69950.3
393	915.638	8826.51	0	4434.87	57057.1	70318.5
394	915.638	8817.64	0	4435.34	57057.1	70310.1
395	915.638	8808.07	0	4421.05	57057.1	70286.2
396	915.638	8810.56	0	4430.69	57470.9	70712.1
397	915.638	8827.6	0	4439.5	57470.9	70738
398	915.638	8823.38	0	4418.6	57470.9	70712.9
399	915.638	8837.04	0	4423.82	57470.9	70731.7
400	915.638	8793.85	0	4433.55	57470.9	70698.3
401	915.638	8807.48	0	4473.82	57057.1	70338.4
402	915.638	8798.02	0	4462.99	57057.1	70318.1
403	915.638	8816.84	0	4451.1	57057.1	70325
404	915.638	8771.47	0	4422.58	57057.1	70251.1
405	915.638	8772.32	0	4438.79	57057.1	70268.2
406	915.638	8801.34	0	4426.95	57057.1	70285.4
407	915.638	8810.53	0	4440.93	57057.1	70308.6
408	915.638	8789.76	0	4428.88	57057.1	70275.7
409	915.638	8795.25	0	4403.05	57057.1	70255.4
410	915.638	8818.59	0	4417.69	57057.1	70293.4
411	915.638	8828.81	0	4421.96	57057.1	70307.9
412	915.638	8864.85	0	4459.55	57057.1	70381.5
413	915.638	8901.29	0	4484.09	57470.9	70856.3
414	915.638	8896.7	0	4475.33	57470.9	70842.9
415	915.638	9014.6	0	4495.59	57470.9	70981.1
416	915.638	9017.34	0	4455.55	57470.9	70943.8
417	915.638	9062.34	0	4462.81	57470.9	70996
418	915.638	9083.68	0	4480.53	57470.9	71035.1
419	915.638	8913.61	0	4445.71	57470.9	70830.2
420	915.638	8815.94	0	4404.34	57470.9	70691.2
421	915.638	8821.64	0	4413.77	57470.9	70706.3
422	915.638	8810.31	0	4430.55	57890.5	71131.3
423	915.638	8819.83	0	4425.51	57470.9	70716.2
424	915.638	8877.14	0	4458.02	57470.9	70806.1
425	915.638	8870.38	0	4460.8	57057.1	70388.3
426	915.638	8953.29	0	4507.69	57470.9	70931.9
427	915.638	8983.52	0	4504.78	57890.5	71378.8
428	915.638	8990.37	0	4507.61	57470.9	70968.9
429	915.638	8967.76	0	4498.5	57470.9	70937.1
430	915.638	9024.97	0	4528.37	57890.5	71443.8
431	915.638	8980.22	0	4536.36	57890.5	71407.1
432	915.638	8908.6	0	4511.83	57890.5	71310.9
433	915.638	8794.53	0	4508.68	57890.5	71193.7
434	915.638	8810.11	0	4494.1	57890.5	71194.7
435	915.638	8798.09	0	4490.2	57890.5	71178.8
436	915.638	8818.07	0	4477.15	57470.9	70766.1
437	915.638	8775.43	0	4485.19	57470.9	70731.5
438	915.638	8791.75	0	4488.72	57470.9	70751.4
439	915.638	8800.3	0	4488.76	57470.9	70759.9
440	915.638	8831.16	0	4510.97	57057.1	70399.2
441	915.638	8841.9	0	4509.02	57057.1	70408
442	915.638	8755.69	0	4478.12	57057.1	70290.9
443	915.638	8730.93	0	4487.21	57057.1	70275.2
444	915.638	8760.71	0	4502.87	57057.1	70320.7
445	915.638	8782.94	0	4512.87	57057.1	70352.9
446	915.638	8699.38	0	4525.7	57057.1	70282.2
447	915.638	8694.94	0	4514.66	57057.1	70266.7
448	915.638	8712.84	0	4516.27	57057.1	70286.2
449	915.638	8665.12	0	4509.22	57057.1	70231.4
450	915.638	8664.1	0	4507.47	56648.9	69820.5
451	915.638	8660.56	0	4518.25	56246.2	69425
452	915.638	8713.41	0	4519.93	56246.2	69479.6
453	915.638	8723.39	0	4510.02	56648.9	69882.3
454	915.638	8782.84	0	4519.31	56648.9	69951.1
455	915.638	8786.76	0	4534.93	56648.9	69970.6
456	915.638	8726.87	0	4509.53	56648.9	69885.3
457	915.638	8732.25	0	4522.69	57057.1	70312
458	915.638	8709.9	0	4496.09	57057.1	70263.1
459	915.638	8691.51	0	4461.35	56246.2	69399.1
460	915.638	8725.18	0	4490.29	56246.2	69461.7
461	915.638	8752.95	0	4499.17	56246.2	69498.3
462	915.638	8788.76	0	4542.59	56648.9	69980.3
463	915.638	8817.9	0	4560.26	56246.2	69624.4
464	915.638	8812.69	0	4562.63	56246.2	69621.6
465	915.638	8829.15	0	4544.96	56246.2	69620.3
466	915.638	8848.28	0	4568.56	56246.2	69663.1
467	915.638	8855.73	0	4570.47	56246.2	69672.4
468	915.638	8834.8	0	4577.56	55848.9	69261.2
469	915.638	8867.19	0	4575.26	56246.2	69688.7
470	915.638	8861.29	0	4584.81	56246.2	69692.3
471	915.638	8896.43	0	4577.78	56246.2	69720.4
472	915.638	8904.81	0	4619.34	56246.2	69770.4
473	915.638	8904.83	0	4587.25	56246.2	69738.3
474	915.638	8903.25	0	4592.78	56246.2	69742.3
475	915.638	8920.01	0	4621.3	56246.2	69787.5
476	915.638	8934.2	0	4626.25	56246.2	69806.7
477	915.638	8999.56	0	4610.57	56246.2	69856.4
478	915.638	8992.4	0	4640.27	55848.9	69481.5
479	915.638	8940.24	0	4634.17	55456.7	69031.1
480	915.638	8898.95	0	4604.65	55456.7	68960.3
481	915.638	8892.01	0	4603.81	55848.9	69344.7
482	915.638	8871.91	0	4602.81	55848.9	69323.6
483	915.638	8808.25	0	4586.36	55848.9	69243.5
484	915.638	8773.58	0	4554.97	55456.7	68785.3
485	915.638	8826.74	0	4583.64	55456.7	68867.1
486	915.638	8773.71	0	4622.73	55456.7	68853.1
487	915.638	8840.88	0	4630.4	55456.7	68928
488	915.638	8822.32	0	4606.66	55456.7	68885.7
489	915.638	8903.6	0	4572.97	55069.6	68546.2
490	915.638	8954.08	0	4594.31	55069.6	68618
491	824.075	8950.56	0	4579.06	55069.6	68599.2
492	824.075	8886.39	0	4554.71	55069.6	68510.7
493	824.075	8879.26	0	4536.49	55069.6	68485.4
494	824.075	8876.63	0	4503.26	55069.6	68449.5
495	824.075	8860.37	0	4538.35	55069.6	68468.3
496	824.075	8848.6	0	4503.56	55069.6	68421.8
497	824.075	8895.39	0	4517.78	55456.7	68869.9
498	824.075	8926.76	0	4541.93	55456.7	68925.4
499	824.075	8902.32	0	4524.37	55069.6	68496.3
500	824.075	8888.21	0	4509.86	54687.4	68085.5
501	824.075	8883.98	0	4540.1	54687.4	68111.5
502	824.075	8924.27	0	4533.81	54687.4	68145.5
503	824.075	8890.92	0	4557.79	54687.4	68136.2
504	824.075	8833.85	0	4556.41	54687.4	68077.7
505	824.075	8890.02	0	4569.56	54687.4	68147
506	824.075	8924.72	0	4567.46	54687.4	68179.6
507	824.075	8999.8	0	4585.47	54687.4	68272.7
508	824.075	9037.8	0	4562.47	54687.4	68287.7
509	824.075	9106.45	0	4550.84	54687.4	68344.7
510	824.075	9126.97	0	4548.51	55069.6	68745.1
511	824.075	9076.43	0	4529.9	55069.6	68675.9
512	824.075	9107.94	0	4538.49	55069.6	68716
