1e-05	0.0231302
0.00620707	0.0224335
0.00658326	0.0223479
0.00695944	0.0222576
0.00733563	0.0221626
0.00771181	0.0220631
0.008088	0.021959
0.00846419	0.0218505
0.00884037	0.0217376
0.00921656	0.0216204
0.00959274	0.0214989
0.00996893	0.0213732
0.0103451	0.0212435
0.0107213	0.0211097
0.0110975	0.020972
0.0114737	0.0208305
0.0118499	0.0206852
0.012226	0.0205362
0.0127903	0.020306
0.0135427	0.0199871
0.0142951	0.0196552
0.0150474	0.0193111
0.0157998	0.0189555
0.0165522	0.0185893
0.0173045	0.0182134
0.0180569	0.0178287
0.0188092	0.0174359
0.0195616	0.0170361
0.020314	0.01663
0.0212544	0.016115
0.022383	0.0154885
0.0235115	0.0148555
0.0246401	0.014219
0.0257686	0.013582
0.0268971	0.0129471
0.0280257	0.0123173
0.0293423	0.0115921
0.030847	0.0107811
0.0323517	0.00999398
0.0338564	0.00923581
0.0353611	0.0085109
0.0368658	0.00782299
0.0385585	0.00709722
0.0404394	0.00635463
0.0423202	0.0056824
0.044201	0.00508236
0.0462699	0.00450607
0.0485269	0.00397569
0.0507839	0.0035436
0.0530408	0.00320322
0.0554858	0.00292819
0.0581189	0.00272694
0.0607519	0.00260737
0.0633849	0.00255163
0.066206	0.00254269
0.0692151	0.00256862
0.0722241	0.00260972
0.0754212	0.00264975
0.0788063	0.00267037
0.0823794	0.00265455
0.0861405	0.00258956
0.0899015	0.00247642
0.0938505	0.00231476
0.0979874	0.00211392
0.102312	0.00188976
0.106825	0.00166208
0.111526	0.00145086
0.116414	0.00127221
0.121491	0.00113506
0.126755	0.00103969
0.132207	0.000978438
0.138035	0.000937561
0.14405	0.000904671
0.150254	0.000868056
0.156832	0.000820169
0.163599	0.000761411
0.170553	0.000694663
0.177882	0.000621575
0.185586	0.00054495
0.193666	0.000467418
0.20212	0.000392687
0.210762	0.000327082
0.21959	0.000273991
0.228794	0.000232802
0.238371	0.000200889
0.248511	0.000174078
0.259212	0.000151109
0.270287	0.000133737
0.281736	0.000122738
0.293557	0.000115935
0.305939	0.000109927
0.318881	0.000103692
0.332194	9.86823e-05
0.346067	9.53618e-05
0.360498	9.24268e-05
0.375486	8.93173e-05
0.391219	8.69906e-05
0.407507	8.58242e-05
0.424351	8.53521e-05
0.441936	8.50535e-05
0.452969	8.47093e-05
