1e-05	0.0226863
0.00620707	0.0220606
0.00658326	0.0219835
0.00695944	0.0219022
0.00733563	0.0218167
0.00771181	0.021727
0.008088	0.0216332
0.00846419	0.0215353
0.00884037	0.0214334
0.00921656	0.0213275
0.00959274	0.0212178
0.00996893	0.0211042
0.0103451	0.0209868
0.0107213	0.0208656
0.0110975	0.0207409
0.0114737	0.0206125
0.0118499	0.0204806
0.012226	0.0203453
0.0127903	0.0201361
0.0135427	0.0198457
0.0142951	0.0195429
0.0150474	0.0192283
0.0157998	0.0189026
0.0165522	0.0185664
0.0173045	0.0182206
0.0180569	0.0178657
0.0188092	0.0175025
0.0195616	0.0171318
0.020314	0.0167542
0.0212544	0.0162739
0.022383	0.015687
0.0235115	0.0150911
0.0246401	0.0144889
0.0257686	0.0138827
0.0268971	0.0132752
0.0280257	0.0126686
0.0293423	0.0119654
0.030847	0.011172
0.0323517	0.0103943
0.0338564	0.00963715
0.0353611	0.00890487
0.0368658	0.00820137
0.0385585	0.0074486
0.0404394	0.00666511
0.0423202	0.00594171
0.044201	0.00528177
0.0462699	0.00463165
0.0485269	0.00401423
0.0507839	0.00349184
0.0530408	0.00306156
0.0554858	0.00269372
0.0581189	0.00240253
0.0607519	0.00220778
0.0633849	0.00209512
0.066206	0.00204814
0.0692151	0.00206107
0.0722241	0.00211718
0.0754212	0.00220114
0.0788063	0.00229431
0.0823794	0.00237576
0.0861405	0.002425
0.0899015	0.00242641
0.0938505	0.00237369
0.0979874	0.00226438
0.102312	0.00210448
0.106825	0.00190796
0.111526	0.00169479
0.116414	0.00148726
0.121491	0.00130565
0.126755	0.00116391
0.132207	0.00106682
0.138035	0.00100786
0.14405	0.000976519
0.150254	0.000954047
0.156832	0.000922389
0.163599	0.000871163
0.170553	0.000798884
0.177882	0.000709736
0.185586	0.000614259
0.193666	0.000523063
0.20212	0.000442342
0.210762	0.000374131
0.21959	0.000315639
0.228794	0.000264268
0.238371	0.000221431
0.248511	0.000189058
0.259212	0.000168166
0.270287	0.000155719
0.281736	0.000145925
0.293557	0.000135133
0.305939	0.00012388
0.318881	0.000115434
0.332194	0.000111453
0.346067	0.0001097
0.360498	0.000106786
0.375486	0.000101885
0.391219	9.71575e-05
0.407507	9.46157e-05
0.424351	9.34662e-05
0.441936	9.18576e-05
0.452969	9.04907e-05
