1e-05	998.26	3.16228
0.00620707	995.847	3.15942
0.00658326	998.724	3.15906
0.00695944	997.536	3.15868
0.00733563	1000.32	3.15829
0.00771181	997.97	3.15787
0.008088	995.984	3.15743
0.00846419	994.443	3.15696
0.00884037	996.855	3.15648
0.00921656	996.775	3.15598
0.00959274	995.935	3.15545
0.00996893	996.909	3.15491
0.0103451	994.21	3.15434
0.0107213	997.075	3.15376
0.0110975	996.591	3.15315
0.0114737	995.705	3.15252
0.0118499	992.426	3.15187
0.012226	996.346	3.1512
0.0127903	991.293	3.15016
0.0135427	990.877	3.14869
0.0142951	988.917	3.14714
0.0150474	988.717	3.14551
0.0157998	985.383	3.1438
0.0165522	985.645	3.142
0.0173045	984.411	3.14012
0.0180569	984.122	3.13816
0.0188092	985.132	3.13612
0.0195616	984.59	3.13399
0.020314	980.225	3.13178
0.0212544	978.269	3.12891
0.022383	976.692	3.12529
0.0235115	972.505	3.12149
0.0246401	972.583	3.11751
0.0257686	969.567	3.11334
0.0268971	968.149	3.109
0.0280257	961.752	3.10447
0.0293423	959.895	3.09896
0.030847	955.929	3.09237
0.0323517	953.429	3.08546
0.0338564	945.575	3.07824
0.0353611	939.73	3.07071
0.0368658	940.276	3.06286
0.0385585	932.74	3.05367
0.0404394	925.798	3.04301
0.0423202	918.098	3.03187
0.044201	911.997	3.02027
0.0462699	909.288	3.00698
0.0485269	896.294	2.99185
0.0507839	884.974	2.97607
0.0530408	877.976	2.95966
0.0554858	863.931	2.94117
0.0581189	849.955	2.92046
0.0607519	839.45	2.89893
0.0633849	827.82	2.8766
0.066206	814.035	2.85181
0.0692151	797.858	2.82441
0.0722241	782.56	2.79605
0.0754212	765.613	2.76489
0.0788063	747.008	2.73079
0.0823794	729.569	2.69362
0.0861405	701.463	2.65325
0.0899015	682.845	2.61165
0.0938505	658.332	2.56674
0.0979874	634.699	2.51841
0.102312	606.218	2.46659
0.106825	581.82	2.41122
0.111526	552.903	2.35225
0.116414	525.044	2.28971
0.121491	494.488	2.22357
0.126755	465.918	2.15391
0.132207	432.404	2.08081
0.138035	400.035	2.00183
0.14405	366.923	1.91968
0.150254	335.249	1.83455
0.156832	304.794	1.74416
0.163599	271.881	1.6514
0.170553	241.881	1.55668
0.177882	210.793	1.45791
0.185586	183.438	1.35571
0.193666	154.408	1.25079
0.20212	130.472	1.14406
0.210762	108.477	1.03874
0.21959	85.6254	0.93573
0.228794	68.7569	0.833979
0.238371	53.6705	0.735091
0.248511	40.6572	0.63933
0.259212	30.9451	0.549922
0.270287	22.4236	0.472339
0.281736	17.1404	0.411141
0.293557	13.9715	0.371119
0.305939	12.8479	0.354988
0.318881	12.7024	0.361822
0.332194	13.9908	0.385139
0.346067	17.4324	0.417232
0.360498	20.2038	0.451354
0.375486	23.3232	0.482573
0.391219	26.0023	0.507891
0.407507	26.6526	0.524972
0.424351	28.3248	0.533159
0.441936	27.7713	0.532873
0.452969	26.4882	0.529067
