1e-05	1	0.02
0.00620707	0.998193	0.02
0.00658326	0.997967	0.02
0.00695944	0.997729	0.02
0.00733563	0.997477	0.02
0.00771181	0.997212	0.02
0.008088	0.996934	0.02
0.00846419	0.996642	0.02
0.00884037	0.996338	0.02
0.00921656	0.99602	0.02
0.00959274	0.995689	0.02
0.00996893	0.995345	0.02
0.0103451	0.994988	0.02
0.0107213	0.994618	0.02
0.0110975	0.994235	0.02
0.0114737	0.993838	0.02
0.0118499	0.993429	0.02
0.012226	0.993007	0.02
0.0127903	0.992349	0.02
0.0135427	0.991426	0.02
0.0142951	0.990451	0.02
0.0150474	0.989425	0.02
0.0157998	0.988347	0.02
0.0165522	0.987218	0.02
0.0173045	0.986037	0.02
0.0180569	0.984806	0.02
0.0188092	0.983524	0.02
0.0195616	0.982191	0.02
0.020314	0.980807	0.02
0.0212544	0.979008	0.02
0.022383	0.976745	0.02
0.0235115	0.97437	0.02
0.0246401	0.971885	0.02
0.0257686	0.96929	0.02
0.0268971	0.966586	0.02
0.0280257	0.963773	0.02
0.0293423	0.960356	0.02
0.030847	0.956275	0.02
0.0323517	0.952007	0.02
0.0338564	0.947556	0.02
0.0353611	0.942923	0.02
0.0368658	0.938113	0.02
0.0385585	0.932491	0.02
0.0404394	0.92599	0.02
0.0423202	0.919225	0.02
0.044201	0.912204	0.02
0.0462699	0.904192	0.02
0.0485269	0.895115	0.02
0.0507839	0.8857	0.02
0.0530408	0.875959	0.02
0.0554858	0.865051	0.02
0.0581189	0.85291	0.02
0.0607519	0.840381	0.02
0.0633849	0.827485	0.02
0.066206	0.813284	0.02
0.0692151	0.79773	0.02
0.0722241	0.781788	0.02
0.0754212	0.764461	0.02
0.0788063	0.745724	0.02
0.0823794	0.725561	0.02
0.0861405	0.703971	0.02
0.0899015	0.682071	0.02
0.0938505	0.658813	0.02
0.0979874	0.634238	0.02
0.102312	0.608408	0.02
0.106825	0.581397	0.02
0.111526	0.55331	0.02
0.116414	0.524275	0.02
0.121491	0.494424	0.02
0.126755	0.463933	0.02
0.132207	0.432978	0.02
0.138035	0.400734	0.02
0.14405	0.368517	0.02
0.150254	0.336556	0.02
0.156832	0.30421	0.02
0.163599	0.272713	0.02
0.170553	0.242325	0.02
0.177882	0.212551	0.02
0.185586	0.183794	0.02
0.193666	0.156448	0.02
0.20212	0.130886	0.02
0.210762	0.107897	0.02
0.21959	0.0875591	0.02
0.228794	0.069552	0.02
0.238371	0.0540358	0.02
0.248511	0.0408743	0.02
0.259212	0.0302414	0.02
0.270287	0.0223104	0.02
0.281736	0.0169037	0.02
0.293557	0.0137729	0.02
0.305939	0.0126017	0.02
0.318881	0.0130915	0.02
0.332194	0.0148332	0.02
0.346067	0.0174082	0.02
0.360498	0.0203721	0.02
0.375486	0.0232877	0.02
0.391219	0.0257953	0.02
0.407507	0.0275596	0.02
0.424351	0.0284259	0.02
0.441936	0.0283953	0.02
0.452969	0.0279912	0.02
