1e-05 0.0235491
0.00620707 0.0228796
0.00658326 0.0227971
0.00695944 0.02271
0.00733563 0.0226184
0.00771181 0.0225223
0.008088 0.0224217
0.00846419 0.0223167
0.00884037 0.0222074
0.00921656 0.0220938
0.00959274 0.021976
0.00996893 0.021854
0.0103451 0.0217279
0.0107213 0.0215977
0.0110975 0.0214636
0.0114737 0.0213256
0.0118499 0.0211837
0.012226 0.0210381
0.0127903 0.0208128
0.0135427 0.0204999
0.0142951 0.0201732
0.0150474 0.0198336
0.0157998 0.0194816
0.0165522 0.0191179
0.0173045 0.0187432
0.0180569 0.0183583
0.0188092 0.017964
0.0195616 0.0175609
0.020314 0.0171498
0.0212544 0.0166261
0.022383 0.0159849
0.0235115 0.0153325
0.0246401 0.0146715
0.0257686 0.0140047
0.0268971 0.0133347
0.0280257 0.0126641
0.0293423 0.0118844
0.030847 0.0110018
0.0323517 0.0101337
0.0338564 0.00928547
0.0353611 0.00846223
0.0368658 0.00766866
0.0385585 0.00681666
0.0404394 0.00592692
0.0423202 0.00510314
0.044201 0.00435043
0.0462699 0.00360906
0.0485269 0.00290753
0.0507839 0.00231972
0.0530408 0.00184513
0.0554858 0.00145546
0.0581189 0.00117346
0.0607519 0.00102338
0.0633849 0.000991515
0.066206 0.00107064
0.0692151 0.00126095
0.0722241 0.00153468
0.0754212 0.00188756
0.0788063 0.00229847
0.0823794 0.00273955
0.0861405 0.00317837
0.0899015 0.00356378
0.0938505 0.0038907
0.0979874 0.00413622
0.102312 0.00428556
0.106825 0.00433429
0.111526 0.00428893
0.116414 0.00416571
0.121491 0.00398741
0.126755 0.00377895
0.132207 0.00356252
0.138035 0.00334705
0.14405 0.0031473
0.150254 0.0029611
0.156832 0.0027751
0.163599 0.00258504
0.170553 0.00238433
0.177882 0.00216665
0.185586 0.00193658
0.193666 0.00170201
0.20212 0.0014704
0.210762 0.00125136
0.21959 0.00104772
0.228794 0.00086091
0.238371 0.000701173
0.248511 0.000577789
0.259212 0.000498572
0.270287 0.000459161
0.281736 0.000442292
0.293557 0.000430567
0.305939 0.0004155
0.318881 0.000398827
0.332194 0.000385698
0.346067 0.000377032
0.360498 0.000370219
0.375486 0.000363234
0.391219 0.000356589
0.407507 0.000351716
0.424351 0.000348886
0.441936 0.000347607
0.452969 0.000347329
