0.1432E-01 0.5600E+02 0.2814E+00
0.1486E-01 0.5577E+02 0.2676E+00
0.1541E-01 0.5553E+02 0.2535E+00
0.1596E-01 0.5518E+02 0.2421E+00
0.1650E-01 0.5499E+02 0.2328E+00
0.1705E-01 0.5494E+02 0.2245E+00
0.1760E-01 0.5439E+02 0.2160E+00
0.1815E-01 0.5395E+02 0.2085E+00
0.1869E-01 0.5361E+02 0.2031E+00
0.1924E-01 0.5330E+02 0.1972E+00
0.1979E-01 0.5306E+02 0.1932E+00
0.2033E-01 0.5272E+02 0.1873E+00
0.2088E-01 0.5244E+02 0.1849E+00
0.2143E-01 0.5198E+02 0.1809E+00
0.2197E-01 0.5133E+02 0.1780E+00
0.2252E-01 0.5123E+02 0.1756E+00
0.2307E-01 0.5096E+02 0.1734E+00
0.2361E-01 0.5100E+02 0.1717E+00
0.2416E-01 0.5039E+02 0.1687E+00
0.2471E-01 0.4991E+02 0.1661E+00
0.2525E-01 0.4947E+02 0.1642E+00
0.2580E-01 0.4910E+02 0.1614E+00
0.2635E-01 0.4860E+02 0.1588E+00
0.2689E-01 0.4847E+02 0.1570E+00
0.2744E-01 0.4782E+02 0.1542E+00
0.2799E-01 0.4756E+02 0.1529E+00
0.2853E-01 0.4713E+02 0.1509E+00
0.2908E-01 0.4658E+02 0.1484E+00
0.2963E-01 0.4613E+02 0.1463E+00
0.3017E-01 0.4564E+02 0.1447E+00
0.3072E-01 0.4532E+02 0.1429E+00
0.3127E-01 0.4482E+02 0.1410E+00
0.3182E-01 0.4441E+02 0.1390E+00
0.3236E-01 0.4395E+02 0.1377E+00
0.3291E-01 0.4347E+02 0.1356E+00
0.3346E-01 0.4310E+02 0.1347E+00
0.3400E-01 0.4261E+02 0.1323E+00
0.3455E-01 0.4217E+02 0.1310E+00
0.3510E-01 0.4172E+02 0.1297E+00
0.3564E-01 0.4137E+02 0.1281E+00
0.3619E-01 0.4091E+02 0.1272E+00
0.3674E-01 0.4041E+02 0.1252E+00
0.3728E-01 0.3993E+02 0.1241E+00
0.3783E-01 0.3947E+02 0.1228E+00
0.3838E-01 0.3903E+02 0.1215E+00
0.3892E-01 0.3856E+02 0.1199E+00
0.3947E-01 0.3812E+02 0.1186E+00
0.4002E-01 0.3782E+02 0.1176E+00
0.4056E-01 0.3740E+02 0.1166E+00
0.4111E-01 0.3691E+02 0.1149E+00
0.4166E-01 0.3649E+02 0.1141E+00
0.4220E-01 0.3589E+02 0.1120E+00
0.4275E-01 0.3546E+02 0.1106E+00
0.4330E-01 0.3491E+02 0.1091E+00
0.4385E-01 0.3456E+02 0.1082E+00
0.4439E-01 0.3407E+02 0.1066E+00
0.4494E-01 0.3353E+02 0.1052E+00
0.4549E-01 0.3306E+02 0.1038E+00
0.4603E-01 0.3268E+02 0.1025E+00
0.4658E-01 0.3213E+02 0.1009E+00
0.4713E-01 0.3183E+02 0.1002E+00
0.4767E-01 0.3139E+02 0.9879E-01
0.4822E-01 0.3087E+02 0.9745E-01
0.4877E-01 0.3049E+02 0.9632E-01
0.4931E-01 0.2996E+02 0.9453E-01
0.4986E-01 0.2958E+02 0.9372E-01
0.5041E-01 0.2910E+02 0.9211E-01
0.5095E-01 0.2892E+02 0.9184E-01
0.5150E-01 0.2849E+02 0.9045E-01
0.5205E-01 0.2820E+02 0.8983E-01
0.5259E-01 0.2778E+02 0.8837E-01
0.5314E-01 0.2730E+02 0.8708E-01
0.5369E-01 0.2715E+02 0.8675E-01
0.5423E-01 0.2663E+02 0.8525E-01
0.5478E-01 0.2622E+02 0.8392E-01
0.5533E-01 0.2560E+02 0.8224E-01
0.5587E-01 0.2531E+02 0.8136E-01
0.5642E-01 0.2487E+02 0.8010E-01
0.5697E-01 0.2448E+02 0.7905E-01
0.5752E-01 0.2408E+02 0.7780E-01
0.5806E-01 0.2365E+02 0.7672E-01
0.5861E-01 0.2351E+02 0.7631E-01
0.5916E-01 0.2296E+02 0.7482E-01
0.5970E-01 0.2258E+02 0.7352E-01
0.6025E-01 0.2219E+02 0.7259E-01
0.6080E-01 0.2187E+02 0.7156E-01
0.6134E-01 0.2144E+02 0.7047E-01
0.6189E-01 0.2120E+02 0.6972E-01
0.6244E-01 0.2064E+02 0.6819E-01
0.6298E-01 0.2036E+02 0.6710E-01
0.6353E-01 0.1985E+02 0.6601E-01
0.6408E-01 0.1952E+02 0.6484E-01
0.6462E-01 0.1929E+02 0.6432E-01
0.6517E-01 0.1888E+02 0.6302E-01
0.6572E-01 0.1846E+02 0.6196E-01
0.6626E-01 0.1819E+02 0.6122E-01
0.6681E-01 0.1787E+02 0.6018E-01
0.6736E-01 0.1751E+02 0.5928E-01
0.6790E-01 0.1714E+02 0.5804E-01
0.6845E-01 0.1680E+02 0.5726E-01
0.6900E-01 0.1650E+02 0.5635E-01
0.6954E-01 0.1615E+02 0.5536E-01
0.7009E-01 0.1581E+02 0.5426E-01
