1.000000000000000082e-05 1.000000000000000000e+00 4.280657670742270965e-02
6.207070000000000295e-03 9.981929999999999970e-01 4.221445596405899031e-02
6.583259999999999633e-03 9.979670000000000485e-01 4.066299654146502546e-02
6.959439999999999897e-03 9.977289999999999770e-01 3.756798378787663123e-02
7.335630000000000102e-03 9.974769999999999470e-01 3.356021506098266771e-02
7.711810000000000366e-03 9.972119999999999873e-01 3.070682271698184015e-02
8.087999999999999703e-03 9.969339999999999868e-01 2.782152975142392071e-02
8.464189999999999908e-03 9.966420000000000279e-01 2.695432033555669391e-02
8.840370000000000172e-03 9.963379999999999459e-01 2.604249890963563838e-02
9.216560000000000377e-03 9.960200000000000164e-01 2.411231445501972256e-02
9.592740000000000641e-03 9.956890000000000462e-01 2.400631388811392750e-02
9.968930000000000846e-03 9.953450000000000353e-01 2.367012869531377739e-02
1.034509999999999943e-02 9.949879999999999836e-01 2.253798896633699839e-02
1.072129999999999958e-02 9.946180000000000021e-01 2.160062633160332937e-02
1.109749999999999973e-02 9.942349999999999799e-01 2.158989514524778733e-02
1.147369999999999987e-02 9.938379999999999992e-01 2.091564726084930645e-02
1.184990000000000002e-02 9.934290000000000065e-01 2.043375041523051022e-02
1.222600000000000076e-02 9.930069999999999730e-01 2.046756032502832987e-02
1.279029999999999924e-02 9.923490000000000366e-01 1.439574823934012746e-02
1.354269999999999953e-02 9.914260000000000295e-01 1.354615135382502417e-02
1.429509999999999982e-02 9.904509999999999703e-01 1.327388084117872048e-02
1.504740000000000071e-02 9.894249999999999989e-01 1.300705398872972415e-02
1.579979999999999926e-02 9.883469999999999756e-01 1.282708109920085646e-02
1.655219999999999955e-02 9.872180000000000399e-01 1.282337697728680274e-02
1.730450000000000044e-02 9.860370000000000523e-01 1.277503421036920057e-02
1.805690000000000073e-02 9.848059999999999592e-01 1.266014607459173269e-02
1.880920000000000161e-02 9.835239999999999538e-01 1.262552439115093190e-02
1.956159999999999843e-02 9.821910000000000363e-01 1.258612017994603996e-02
2.031399999999999872e-02 9.808069999999999844e-01 1.247179682936441075e-02
2.125439999999999968e-02 9.790079999999999893e-01 1.026108880073595478e-02
2.238300000000000012e-02 9.767449999999999743e-01 1.069979379977837805e-02
2.351150000000000115e-02 9.743699999999999584e-01 1.108488736780039764e-02
2.464010000000000158e-02 9.718849999999999989e-01 1.159989349562267312e-02
2.576859999999999914e-02 9.692899999999999849e-01 1.191775667584642727e-02
2.689710000000000018e-02 9.665859999999999452e-01 1.221282112928405612e-02
2.802570000000000061e-02 9.637729999999999908e-01 1.237246155969983635e-02
2.934230000000000171e-02 9.603559999999999874e-01 1.066977675767368308e-02
3.084699999999999942e-02 9.562749999999999861e-01 1.084405627737391499e-02
3.235169999999999713e-02 9.520070000000000476e-01 1.119785992243153491e-02
3.385640000000000177e-02 9.475559999999999539e-01 1.179640701865049095e-02
3.536109999999999948e-02 9.429229999999999556e-01 1.200929576556755002e-02
3.686579999999999718e-02 9.381129999999999747e-01 1.257544591663844330e-02
3.855850000000000249e-02 9.324909999999999588e-01 1.176858431127618919e-02
4.043940000000000035e-02 9.259899999999999798e-01 1.281918969413663179e-02
4.232020000000000226e-02 9.192249999999999588e-01 1.367243709851517081e-02
4.420099999999999724e-02 9.122040000000000148e-01 1.450127141985699947e-02
4.626990000000000269e-02 9.041919999999999957e-01 1.422772561304621632e-02
4.852689999999999781e-02 8.951149999999999940e-01 1.496678787526518374e-02
5.078389999999999987e-02 8.857000000000000428e-01 1.589085156759843451e-02
5.304079999999999906e-02 8.759590000000000432e-01 1.729699659875868004e-02
5.548580000000000179e-02 8.650510000000000144e-01 1.753648928772793408e-02
5.811890000000000112e-02 8.529099999999999460e-01 1.840262244534708602e-02
6.075189999999999757e-02 8.403810000000000446e-01 1.929926288851427710e-02
6.338489999999999402e-02 8.274850000000000261e-01 1.936338807009131691e-02
6.620600000000000096e-02 8.132840000000000069e-01 1.784623035394920787e-02
6.921510000000000162e-02 7.977300000000000502e-01 1.843194776437508814e-02
7.222409999999999941e-02 7.817880000000000384e-01 1.754385835888658610e-02
7.542119999999999380e-02 7.644609999999999461e-01 1.715229550440095299e-02
7.880629999999999580e-02 7.457240000000000535e-01 1.741893158458686364e-02
8.237940000000000540e-02 7.255610000000000115e-01 1.660171212320117259e-02
8.614049999999999485e-02 7.039710000000000134e-01 1.673707264254759713e-02
8.990149999999999531e-02 6.820709999999999829e-01 1.691209623490944405e-02
9.385050000000000336e-02 6.588129999999999820e-01 1.562887902387471994e-02
9.798740000000000228e-02 6.342379999999999685e-01 1.674957880893849713e-02
1.023120000000000002e-01 6.084079999999999488e-01 1.664784877352526796e-02
1.068250000000000033e-01 5.813970000000000526e-01 1.964083691013818883e-02
1.115260000000000001e-01 5.533099999999999685e-01 1.917123841831941053e-02
1.164140000000000036e-01 5.242750000000000465e-01 2.055951259147485027e-02
1.214910000000000018e-01 4.944239999999999746e-01 2.064162811808541859e-02
1.267550000000000066e-01 4.639329999999999843e-01 2.125785253660080268e-02
1.322069999999999912e-01 4.329779999999999740e-01 1.924401898381448636e-02
1.380349999999999910e-01 4.007339999999999791e-01 1.909052936772078976e-02
1.440500000000000114e-01 3.685169999999999835e-01 1.906477134987595579e-02
1.502539999999999987e-01 3.365560000000000218e-01 1.761695176447036076e-02
1.568319999999999992e-01 3.042099999999999804e-01 1.668849501133446225e-02
1.635989999999999944e-01 2.727129999999999832e-01 1.376826028708302840e-02
1.705530000000000102e-01 2.423250000000000126e-01 1.372928116121839223e-02
1.778820000000000123e-01 2.125509999999999899e-01 1.192019226636464174e-02
1.855860000000000010e-01 1.837940000000000129e-01 1.222105042380416777e-02
1.936660000000000048e-01 1.564480000000000037e-01 1.102700881274924077e-02
2.021199999999999941e-01 1.308860000000000023e-01 1.322537148616827196e-02
2.107620000000000049e-01 1.078970000000000068e-01 1.188728693126095415e-02
2.195900000000000074e-01 8.755910000000000082e-02 9.420260940305635183e-03
2.287939999999999974e-01 6.955200000000000271e-02 8.395788112329919187e-03
2.383709999999999996e-01 5.403580000000000189e-02 8.165730006330600491e-03
2.485110000000000097e-01 4.087430000000000230e-02 6.786057788793402844e-03
2.592119999999999980e-01 3.024140000000000161e-02 4.489281278901201960e-03
2.702869999999999995e-01 2.231040000000000106e-02 4.928935167396481833e-03
2.817359999999999864e-01 1.690370000000000067e-02 2.628188343408909000e-03
2.935570000000000124e-01 1.377289999999999938e-02 2.644423662119808546e-03
3.059390000000000165e-01 1.260170000000000040e-02 2.686729785013912061e-03
3.188810000000000255e-01 1.309150000000000071e-02 2.046217359874516820e-03
3.321939999999999893e-01 1.483319999999999951e-02 2.759710809525241833e-03
3.460670000000000135e-01 1.740819999999999868e-02 4.016645213496046474e-03
3.604979999999999851e-01 2.037210000000000062e-02 7.511577591053746929e-03
3.754859999999999864e-01 2.328770000000000145e-02 9.775292071910211822e-03
3.912189999999999834e-01 2.579530000000000017e-02 1.324219969940199255e-02
4.075070000000000081e-01 2.755960000000000007e-02 1.252153018912864277e-02
4.243509999999999782e-01 2.842590000000000047e-02 9.440291932468163408e-03
4.419359999999999955e-01 2.839529999999999832e-02 7.965281967581880340e-02
4.529690000000000105e-01 2.799120000000000080e-02 -9.914589000916800010e-02
