1e-05	1002.25	79.0569
0.00620707	1003.06	78.9855
0.00658326	1003.42	78.9766
0.00695944	993.766	78.9671
0.00733563	1002.69	78.9571
0.00771181	1014.05	78.9467
0.008088	985.022	78.9356
0.00846419	994.679	78.9241
0.00884037	984.83	78.912
0.00921656	1008.67	78.8995
0.00959274	983.117	78.8864
0.00996893	1004.01	78.8727
0.0103451	986.697	78.8586
0.0107213	1006.99	78.8439
0.0110975	987.991	78.8287
0.0114737	989.409	78.813
0.0118499	984.62	78.7968
0.012226	987.796	78.78
0.0127903	988.503	78.7539
0.0135427	996.589	78.7173
0.0142951	981.345	78.6786
0.0150474	984.148	78.6378
0.0157998	987.092	78.595
0.0165522	998.824	78.55
0.0173045	990.876	78.5031
0.0180569	987.388	78.454
0.0188092	986.601	78.403
0.0195616	985.928	78.3498
0.020314	976.051	78.2946
0.0212544	981.554	78.2227
0.022383	976.454	78.1323
0.0235115	983.986	78.0373
0.0246401	971.092	77.9377
0.0257686	973.922	77.8336
0.0268971	984.275	77.7249
0.0280257	957.427	77.6117
0.0293423	963.198	77.474
0.030847	963.202	77.3092
0.0323517	928.227	77.1365
0.0338564	936.715	76.956
0.0353611	940.623	76.7676
0.0368658	921.859	76.5716
0.0385585	928.707	76.3418
0.0404394	919.854	76.0752
0.0423202	928.106	75.7968
0.044201	914.479	75.5068
0.0462699	916.477	75.1745
0.0485269	900.973	74.7962
0.0507839	893.32	74.4018
0.0530408	884.981	73.9915
0.0554858	847.527	73.5294
0.0581189	857.159	73.0116
0.0607519	816.595	72.4733
0.0633849	818.247	71.9151
0.066206	820.409	71.2954
0.0692151	799.174	70.6103
0.0722241	795.008	69.9012
0.0754212	754.939	69.1222
0.0788063	754.682	68.2699
0.0823794	722.538	67.3406
0.0861405	700.601	66.3312
0.0899015	674.895	65.2912
0.0938505	649.089	64.1684
0.0979874	647.649	62.9602
0.102312	594.098	61.6648
0.106825	579.45	60.2804
0.111526	552.331	58.8064
0.116414	531.873	57.2427
0.121491	499.481	55.5891
0.126755	462.815	53.8477
0.132207	427.182	52.0203
0.138035	399.575	50.0459
0.14405	361.306	47.992
0.150254	332.965	45.8637
0.156832	314.356	43.6041
0.163599	265.625	41.2851
0.170553	246.186	38.917
0.177882	214.173	36.4478
0.185586	181.195	33.8927
0.193666	143.408	31.2698
0.20212	134.325	28.6014
0.210762	102.048	25.9684
0.21959	89.9844	23.3933
0.228794	77.4272	20.8495
0.238371	56.5271	18.3773
0.248511	42.3126	15.9833
0.259212	22.2505	13.748
0.270287	23.4171	11.8085
0.281736	18.7928	10.2785
0.293557	15.1951	9.27796
0.305939	15.2988	8.87471
0.318881	16.7673	9.04554
0.332194	15.5575	9.62847
0.346067	20.7439	10.4308
0.360498	17.4232	11.2839
0.375486	22.5857	12.0643
0.391219	25.6266	12.6973
0.407507	27.6783	13.1243
0.424351	30.8712	13.329
0.441936	19.1821	13.3218
0.452969	30.0858	13.2267
