0 0.0176211     1
1 0.00440529     1
2 0.0220264     1
3 0.0396476     1
4 0.061674     1
5 0.0837004     1
6 0.101322     1
7 0.185022     1
8 0.202643     1
9 0.145374     1
10 0.0748899     1
11 0.0440529     1
12 0.00881057     1
13 0.00881057     1
14 0     1
15 0     1
16 0     1
17 0     1
18 0     1
19 0     1
