0 0.0176211     1
1 0.00440529     1
2 0     1
3 0.00440529     1
4 0.0264317     1
5 0.0132159     1
6 0.0396476     1
7 0.0660793     1
8 0.0528634     1
9 0.0704846     1
10 0.127753     1
11 0.132159     1
12 0.145374     1
13 0.0881057     1
14 0.105727     1
15 0.0572687     1
16 0.030837     1
17 0.00881057     1
18 0.00440529     1
19 0     1
