#Iterations	Temperature	Chi2	Type	Histogram	Connect	Total
1	732.827	7359.19	0	5810.96	95898.9	109069
2	732.827	7361.43	0	5800.37	95898.9	109061
3	732.827	7364.82	0	5807.99	95898.9	109072
4	732.827	7367.2	0	5806.55	95898.9	109073
5	732.827	7359.07	0	5792.93	95898.9	109051
6	732.827	7351.82	0	5778.07	91706	104836
7	732.827	7318.11	0	5761.35	91706	104786
8	732.827	7346.82	0	5775.44	91706	104828
9	732.827	7310.88	0	5771.41	91706	104788
10	732.827	7344.73	0	5777.68	91706	104828
11	732.827	7366.33	0	5781.56	91706	104854
12	732.827	7339.78	0	5785.75	91706	104832
13	732.827	7358.76	0	5787.46	91706	104852
14	732.827	7376.4	0	5768.87	91706	104851
15	732.827	7309.54	0	5747.59	90429.3	103486
16	732.827	7373.02	0	5764.71	90429.3	103567
17	732.827	7349.92	0	5767.3	90429.3	103546
18	732.827	7327.81	0	5755.73	90429.3	103513
19	732.827	7330.16	0	5758.98	90429.3	103518
20	732.827	7309.68	0	5735.78	90429.3	103475
21	732.827	7325.59	0	5726.83	90429.3	103482
22	732.827	7348.39	0	5718.19	90429.3	103496
23	732.827	7384.83	0	5735.18	90429.3	103549
24	732.827	7423.18	0	5738.78	90429.3	103591
25	732.827	7554	0	5739.01	90429.3	103722
26	732.827	7470.88	0	5723.91	90429.3	103624
27	732.827	7446.16	0	5701.95	90429.3	103577
28	732.827	7458.41	0	5683.04	90429.3	103571
29	732.827	7441.93	0	5676.07	90429.3	103547
30	732.827	7421.01	0	5639.11	90429.3	103489
31	732.827	7404.67	0	5649.36	90429.3	103483
32	732.827	7409.63	0	5655.25	90429.3	103494
33	732.827	7417.41	0	5633.84	90429.3	103481
34	732.827	7423.34	0	5636.46	90429.3	103489
35	732.827	7397.88	0	5618.53	90429.3	103446
36	732.827	7405.62	0	5616.88	90429.3	103452
37	732.827	7400.75	0	5587.68	90429.3	103418
38	732.827	7419.41	0	5596.15	90429.3	103445
39	732.827	7400.87	0	5565.72	90429.3	103396
40	732.827	7396.89	0	5560.09	90429.3	103386
41	732.827	7405.66	0	5570.18	90429.3	103405
42	732.827	7423.04	0	5588.78	90429.3	103441
43	732.827	7413.88	0	5574.43	90429.3	103418
44	732.827	7409.33	0	5571.2	90429.3	103410
45	732.827	7418.73	0	5547.78	90429.3	103396
46	732.827	7399.42	0	5546.84	90429.3	103376
47	732.827	7405.54	0	5536.92	90429.3	103372
48	732.827	7420.68	0	5548.58	90429.3	103399
49	732.827	7416.96	0	5558.06	90429.3	103404
50	732.827	7410.31	0	5565.6	90429.3	103405
51	732.827	7433.59	0	5555.63	90429.3	103418
52	732.827	7426.22	0	5530.2	90429.3	103386
53	732.827	7421.38	0	5522.32	90429.3	103373
54	732.827	7335.31	0	5526.51	90429.3	103291
55	732.827	7334.75	0	5504.04	90429.3	103268
56	732.827	7400.07	0	5515.52	93039.6	105955
57	732.827	7426.7	0	5527.63	93039.6	105994
58	732.827	7430.03	0	5543.48	93039.6	106013
59	732.827	7425.9	0	5551.57	93039.6	106017
60	732.827	7413.33	0	5552.45	91706	104672
61	732.827	7415.17	0	5557.66	91706	104679
62	732.827	7362.24	0	5534.17	91706	104602
63	732.827	7352.76	0	5529.62	91706	104588
64	732.827	7269.57	0	5516.84	90429.3	103216
65	732.827	7222.55	0	5489.55	89204.6	101917
66	732.827	7292.94	0	5495.05	89204.6	101993
67	732.827	7485.61	0	5496.88	89204.6	102187
68	732.827	7457.22	0	5468.24	89204.6	102130
69	732.827	7459.01	0	5482.47	89204.6	102146
70	732.827	7445.43	0	5470.82	89204.6	102121
71	732.827	7432.99	0	5460.41	89204.6	102098
72	732.827	7399.17	0	5440.06	89204.6	102044
73	732.827	7377.73	0	5415.44	89204.6	101998
74	732.827	7361.14	0	5397.81	89204.6	101964
75	732.827	7378.39	0	5384.65	89204.6	101968
76	732.827	7378.2	0	5368.85	89204.6	101952
77	732.827	7381.62	0	5349.53	89204.6	101936
78	732.827	7321.98	0	5348.63	89204.6	101875
79	732.827	7317.53	0	5337.56	89204.6	101860
80	732.827	7297.89	0	5335.35	89204.6	101838
81	732.827	7292.78	0	5304.72	89204.6	101802
82	732.827	7306.28	0	5316.3	89204.6	101827
83	732.827	7288.85	0	5306.65	89204.6	101800
84	732.827	7301.28	0	5298.27	89204.6	101804
85	732.827	7311.12	0	5319.73	89204.6	101835
86	732.827	7270.85	0	5293.65	88028	100592
87	732.827	7287.06	0	5294.88	88028	100610
88	732.827	7386.26	0	5315.08	88028	100729
89	732.827	7403.47	0	5319.73	88028	100751
90	732.827	7383.65	0	5303.3	88028	100715
91	732.827	7288.3	0	5285.03	88028	100601
92	732.827	7330.58	0	5299.29	88028	100658
93	732.827	7352.28	0	5316.57	88028	100697
94	732.827	7360.9	0	5329.42	88028	100718
95	732.827	7356.4	0	5321.8	88028	100706
96	732.827	7377.22	0	5326.91	88028	100732
