1e-05	0.0248767
0.00620707	0.0241186
0.00658326	0.0240254
0.00695944	0.0239271
0.00733563	0.0238238
0.00771181	0.0237156
0.008088	0.0236023
0.00846419	0.0234843
0.00884037	0.0233615
0.00921656	0.0232339
0.00959274	0.0231018
0.00996893	0.0229651
0.0103451	0.022824
0.0107213	0.0226785
0.0110975	0.0225288
0.0114737	0.0223748
0.0118499	0.0222168
0.012226	0.0220548
0.0127903	0.0218045
0.0135427	0.0214577
0.0142951	0.0210968
0.0150474	0.0207227
0.0157998	0.0203361
0.0165522	0.0199381
0.0173045	0.0195295
0.0180569	0.0191113
0.0188092	0.0186845
0.0195616	0.01825
0.020314	0.0178087
0.0212544	0.0172491
0.022383	0.0165684
0.0235115	0.0158807
0.0246401	0.0151891
0.0257686	0.0144969
0.0268971	0.0138071
0.0280257	0.0131226
0.0293423	0.0123344
0.030847	0.0114526
0.0323517	0.0105964
0.0338564	0.00977106
0.0353611	0.00898128
0.0368658	0.00823096
0.0385585	0.00743814
0.0404394	0.00662513
0.0423202	0.00588691
0.044201	0.00522534
0.0462699	0.00458647
0.0485269	0.00399378
0.0507839	0.00350537
0.0530408	0.0031144
0.0554858	0.00279074
0.0581189	0.00254406
0.0607519	0.00238609
0.0633849	0.00229896
0.066206	0.00226437
0.0692151	0.00227246
0.0722241	0.00230615
0.0754212	0.00235046
0.0788063	0.00238987
0.0823794	0.00241005
0.0861405	0.00240022
0.0899015	0.00235792
0.0938505	0.00228372
0.0979874	0.00218276
0.102312	0.00206368
0.106825	0.00193611
0.111526	0.00180797
0.116414	0.00168331
0.121491	0.00156164
0.126755	0.00143926
0.132207	0.00131223
0.138035	0.00117557
0.14405	0.0010395
0.150254	0.000916116
0.156832	0.000817435
0.163599	0.000758068
0.170553	0.000737066
0.177882	0.000740274
0.185586	0.000743464
0.193666	0.00071992
0.20212	0.000654014
0.210762	0.000552609
0.21959	0.000437728
0.228794	0.000331762
0.238371	0.000251939
0.248511	0.000201738
0.259212	0.000175899
0.270287	0.000164425
0.281736	0.000157966
0.293557	0.000150768
0.305939	0.000140769
0.318881	0.0001296
0.332194	0.000120391
0.346067	0.000113934
0.360498	0.000108156
0.375486	0.000100575
0.391219	9.26097e-05
0.407507	8.86364e-05
0.424351	8.81477e-05
0.441936	8.7275e-05
0.452969	8.62907e-05
