#Iterations	Temperature	Chi2	Type	Histogram	Connect	Total
1	857.837	8596.73	0	5988.17	97437.7	112023
2	857.837	8522.73	0	5959.03	97437.7	111919
3	857.837	8479.17	0	5961.16	97437.7	111878
4	857.837	8431.22	0	5937.15	97437.7	111806
5	857.837	8615.37	0	5970.98	97437.7	112024
6	857.837	8581.55	0	5965.3	97437.7	111985
7	857.837	8646.41	0	5987.86	97437.7	112072
8	857.837	8533.86	0	5964.21	97437.7	111936
9	857.837	8530.76	0	5954.87	97437.7	111923
10	857.837	8518.69	0	5949.29	97437.7	111906
11	857.837	8557.3	0	5964.24	97437.7	111959
12	857.837	8595.55	0	5973.68	97437.7	112007
13	857.837	8551.9	0	5951.85	97437.7	111941
14	857.837	8379.82	0	5945.87	97437.7	111763
15	857.837	8248.03	0	5925.34	97437.7	111611
16	857.837	8217.02	0	5910.03	97437.7	111565
17	857.837	8206.37	0	5884.61	94435.2	108526
18	857.837	8269.51	0	5910.09	94435.2	108615
19	857.837	8274.34	0	5906.61	94435.2	108616
20	857.837	8268.3	0	5913.42	94435.2	108617
21	857.837	8254.42	0	5931.86	94435.2	108621
22	857.837	8262.86	0	5927.59	94435.2	108626
23	857.837	8457.81	0	5907.91	94435.2	108801
24	857.837	8644.84	0	5921.35	94435.2	109001
25	857.837	8654.39	0	5912.5	94435.2	109002
26	857.837	8665.22	0	5948.86	94435.2	109049
27	857.837	8662.88	0	5939.41	94435.2	109037
28	857.837	8687.85	0	5949.88	94435.2	109073
29	857.837	8732.41	0	5929.79	94435.2	109097
30	857.837	8657.91	0	5911.06	94435.2	109004
31	857.837	8685.78	0	5904.54	94435.2	109026
32	857.837	8665.58	0	5890.01	94435.2	108991
33	857.837	8658.1	0	5873.89	94435.2	108967
34	857.837	8577.54	0	5851.04	94435.2	108864
35	857.837	8555.05	0	5831.07	94435.2	108821
36	857.837	8573.11	0	5847.93	94435.2	108856
37	857.837	8589.64	0	5810.62	94435.2	108835
38	857.837	8607.39	0	5833.29	94435.2	108876
39	857.837	8483.42	0	5827.4	94435.2	108746
40	857.837	8427.19	0	5816.5	94435.2	108679
41	857.837	8426.02	0	5808.41	94435.2	108670
42	857.837	8428.1	0	5795.04	94435.2	108658
43	857.837	8456.88	0	5804.33	94435.2	108696
44	857.837	8463.36	0	5802.75	94435.2	108701
45	857.837	8447.8	0	5800.39	94435.2	108683
46	857.837	8453.17	0	5810.95	94435.2	108699
47	857.837	8488.78	0	5833.54	94435.2	108758
48	857.837	8498	0	5870.17	94435.2	108803
49	857.837	8475.76	0	5859.44	93039.6	107375
50	857.837	8516.65	0	5875.31	93039.6	107432
51	857.837	8478.15	0	5866.84	93039.6	107385
52	857.837	8466.77	0	5850.4	91706	106023
53	857.837	8466.54	0	5847.3	91706	106020
54	857.837	8481.92	0	5824.41	91706	106012
55	857.837	8706.55	0	5803.98	91706	106217
56	857.837	8689.76	0	5811.2	91706	106207
57	857.837	8954.81	0	5812.6	91706	106473
58	857.837	8917.85	0	5803.8	80875.6	95597.3
59	857.837	8964.43	0	5810.99	80875.6	95651.1
60	857.837	8968.18	0	5792.29	80875.6	95636.1
61	857.837	8982.48	0	5811.25	80875.6	95669.4
62	857.837	8981.43	0	5815.48	80875.6	95672.6
63	857.837	8982.25	0	5816.53	80875.6	95674.4
64	857.837	8944.58	0	5801.59	80875.6	95621.8
65	857.837	8930.08	0	5779.31	80875.6	95585
66	857.837	8927.75	0	5800.21	80875.6	95603.6
67	857.837	8976.94	0	5811.37	80875.6	95664
68	857.837	9012.82	0	5823.55	80875.6	95712
69	857.837	8991.38	0	5793.79	80875.6	95660.8
70	857.837	9012.34	0	5786.5	80875.6	95674.5
71	857.837	8955.03	0	5795.3	80875.6	95626
72	857.837	9270.63	0	5826	81798.8	96895.4
73	857.837	9266.88	0	5847.06	81798.8	96912.7
74	857.837	9269.06	0	5845.93	81798.8	96913.8
75	857.837	9274.82	0	5832.48	81798.8	96906.1
76	857.837	9221.5	0	5807.99	80875.6	95905.1
77	857.837	9166.73	0	5799.45	80875.6	95841.8
78	857.837	9165.2	0	5815.69	80875.6	95856.5
79	857.837	9130.23	0	5774.14	80875.6	95780
80	857.837	9119.43	0	5753.1	80875.6	95748.2
81	857.837	9071.74	0	5728.16	79980.1	94780
82	857.837	9077.54	0	5736.84	79980.1	94794.4
83	857.837	8904.46	0	5753.2	79980.1	94637.7
84	857.837	8843.93	0	5716.25	79980.1	94540.2
85	857.837	8809.8	0	5697.28	79980.1	94487.1
86	857.837	8878.81	0	5727.73	79980.1	94586.6
87	857.837	8884.53	0	5714.88	75104.5	89703.9
88	857.837	8895.14	0	5716.94	75104.5	89716.6
89	857.837	8929.82	0	5706.92	75104.5	89741.2
90	857.837	8989.2	0	5720.64	75104.5	89814.3
91	857.837	8961	0	5720.49	75104.5	89786
92	857.837	8898.34	0	5719.35	75104.5	89722.2
93	857.837	8895.56	0	5726.89	75104.5	89726.9
94	857.837	8863.34	0	5711.87	75104.5	89679.7
95	857.837	8940.54	0	5723.39	75104.5	89768.4
96	857.837	8920.4	0	5715.25	75104.5	89740.1
97	857.837	8917.24	0	5695.68	75104.5	89717.4
98	857.837	8886.98	0	5679.01	75104.5	89670.5
99	857.837	8783.92	0	5663.68	72245.2	86692.8
100	857.837	8677.39	0	5619.61	71571	85868
101	857.837	8665.31	0	5591.85	71571	85828.2
102	857.837	8696.34	0	5602.14	71571	85869.5
103	857.837	8686.68	0	5586.35	71571	85844
104	857.837	8678.76	0	5575.06	71571	85824.8
105	857.837	8589.06	0	5525.1	71571	85685.2
106	857.837	8513.47	0	5508.43	71571	85592.9
107	857.837	8563.45	0	5519.3	71571	85653.8
108	857.837	8583.59	0	5537.73	71571	85692.3
109	857.837	8551.21	0	5530.91	71571	85653.1
110	857.837	8527.59	0	5527.31	71571	85625.9
111	857.837	8515.64	0	5506	71571	85592.6
112	857.837	8558.2	0	5518.94	71571	85648.1
113	857.837	8585.56	0	5521.18	71571	85677.7
114	857.837	8540.87	0	5500.01	71571	85611.9
115	857.837	8514.36	0	5502.37	70911.6	84928.4
116	857.837	8569.7	0	5535.03	70911.6	85016.4
117	857.837	8587.58	0	5535.29	70911.6	85034.5
118	857.837	8592.57	0	5537.83	70911.6	85042
119	857.837	8586.82	0	5549.2	70911.6	85047.6
120	857.837	8587.28	0	5546.14	69016.3	83149.7
121	857.837	8354.97	0	5552.16	69016.3	82923.4
