1e-05	0.0229507
0.00620707	0.0222657
0.00658326	0.0221815
0.00695944	0.0220927
0.00733563	0.0219993
0.00771181	0.0219013
0.008088	0.021799
0.00846419	0.0216922
0.00884037	0.0215811
0.00921656	0.0214657
0.00959274	0.0213461
0.00996893	0.0212224
0.0103451	0.0210947
0.0107213	0.020963
0.0110975	0.0208274
0.0114737	0.0206879
0.0118499	0.0205448
0.012226	0.020398
0.0127903	0.0201712
0.0135427	0.0198568
0.0142951	0.0195295
0.0150474	0.01919
0.0157998	0.018839
0.0165522	0.0184775
0.0173045	0.0181063
0.0180569	0.0177261
0.0188092	0.0173378
0.0195616	0.0169422
0.020314	0.0165404
0.0212544	0.0160305
0.022383	0.0154096
0.0235115	0.0147819
0.0246401	0.0141501
0.0257686	0.0135172
0.0268971	0.0128858
0.0280257	0.0122588
0.0293423	0.0115362
0.030847	0.0107268
0.0323517	0.00994031
0.0338564	0.00918158
0.0353611	0.00845506
0.0368658	0.0077646
0.0385585	0.00703499
0.0404394	0.00628719
0.0423202	0.00560909
0.044201	0.00500287
0.0462699	0.00441987
0.0485269	0.00388284
0.0507839	0.00344536
0.0530408	0.00310137
0.0554858	0.00282486
0.0581189	0.00262523
0.0607519	0.00251073
0.0633849	0.00246337
0.066206	0.00246659
0.0692151	0.00250824
0.0722241	0.00256665
0.0754212	0.00262524
0.0788063	0.00266384
0.0823794	0.00266323
0.0861405	0.00260848
0.0899015	0.0024989
0.0938505	0.0023342
0.0979874	0.00212444
0.102312	0.00188791
0.106825	0.0016483
0.111526	0.00143034
0.116414	0.00125455
0.121491	0.0011325
0.126755	0.00106387
0.132207	0.00103666
0.138035	0.00103052
0.14405	0.00102224
0.150254	0.000992416
0.156832	0.000930414
0.163599	0.000840995
0.170553	0.000737869
0.177882	0.00063432
0.185586	0.000542621
0.193666	0.00046657
0.20212	0.00040196
0.210762	0.000343665
0.21959	0.000289366
0.228794	0.000241406
0.238371	0.000205347
0.248511	0.0001831
0.259212	0.000171617
0.270287	0.000164016
0.281736	0.00015468
0.293557	0.000142462
0.305939	0.000129381
0.318881	0.000118589
0.332194	0.00011199
0.346067	0.000108568
0.360498	0.000105612
0.375486	0.000101568
0.391219	9.75961e-05
0.407507	9.49228e-05
0.424351	9.25266e-05
0.441936	9.01311e-05
0.452969	8.91373e-05
