#Iterations	Temperature	Chi2	Type	Histogram	Connect	Total
1	798.882	7983.97	0	5833.09	89204.6	103022
2	798.882	7985.27	0	5813.82	89204.6	103004
3	798.882	8015.45	0	5840.45	89204.6	103060
4	798.882	8029.42	0	5843.11	89204.6	103077
5	798.882	7989.84	0	5854.57	89204.6	103049
6	798.882	7961.44	0	5847.74	89204.6	103014
7	798.882	7944.57	0	5835.36	89204.6	102985
8	798.882	7916.5	0	5789.67	88028	101734
9	798.882	7944.11	0	5787.25	88028	101759
10	798.882	7845.2	0	5779.45	88028	101653
11	798.882	7868.29	0	5769.28	88028	101666
12	798.882	7890.95	0	5761.19	88028	101680
13	798.882	7888.58	0	5778.32	88028	101695
14	798.882	7891.86	0	5763.57	88028	101683
15	798.882	7878.93	0	5749.87	88028	101657
16	798.882	7872.42	0	5757.37	88028	101658
17	798.882	7862.5	0	5791.52	88028	101682
18	798.882	7848.16	0	5774.26	88028	101650
19	798.882	7824.76	0	5737.93	86895.8	100458
20	798.882	7799.39	0	5706.62	86895.8	100402
21	798.882	7791.28	0	5722.59	86895.8	100410
22	798.882	7704.75	0	5685.83	86895.8	100286
23	798.882	7709.11	0	5707.02	86895.8	100312
24	798.882	7703.96	0	5709.63	86895.8	100309
25	798.882	7760.16	0	5705.57	86895.8	100362
26	798.882	7781.86	0	5684.95	86895.8	100363
27	798.882	7838.16	0	5676.72	85804.7	99319.6
28	798.882	7755.39	0	5650.42	85804.7	99210.5
29	798.882	7734.98	0	5669.36	85804.7	99209.1
30	798.882	7722.79	0	5658.23	85804.7	99185.8
31	798.882	7700.14	0	5671.63	85804.7	99176.5
32	798.882	7685.93	0	5655.96	85804.7	99146.6
33	798.882	7653.86	0	5618.6	85804.7	99077.2
34	798.882	7674.57	0	5621	85804.7	99100.3
35	798.882	7667.86	0	5616.16	85804.7	99088.8
36	798.882	7660.36	0	5601.16	85804.7	99066.3
37	798.882	7748.87	0	5602.64	85804.7	99156.3
38	798.882	7724.08	0	5596.7	85804.7	99125.5
39	798.882	7626.53	0	5607.39	85804.7	99038.7
40	798.882	7634.6	0	5620.61	85804.7	99059.9
41	798.882	7621.72	0	5614.46	85804.7	99040.9
42	798.882	7671.14	0	5610.89	85804.7	99086.8
43	798.882	7676.53	0	5615.68	85804.7	99096.9
44	798.882	7693.59	0	5591.85	85804.7	99090.2
45	798.882	7667.23	0	5590.77	85804.7	99062.7
46	798.882	7673.34	0	5596.77	85804.7	99074.8
47	798.882	7677.59	0	5590.13	85804.7	99072.5
48	798.882	7664.14	0	5562.9	76643.3	89870.3
49	798.882	7648.87	0	5570.37	76643.3	89862.5
50	798.882	7635.78	0	5557.53	75104.5	88297.8
51	798.882	7605.94	0	5535.46	75104.5	88245.9
52	798.882	7675.23	0	5538.9	75104.5	88318.6
53	798.882	7593.43	0	5535.76	75104.5	88233.7
54	798.882	7633.12	0	5525.18	75104.5	88262.8
55	798.882	7647.15	0	5504.13	75104.5	88255.8
56	798.882	7617.13	0	5487.28	75104.5	88208.9
57	798.882	7581.68	0	5480.89	75104.5	88167.1
58	798.882	7604.78	0	5478.43	75104.5	88187.7
59	798.882	7635.25	0	5475.25	75104.5	88215
60	798.882	7583.22	0	5480.66	75104.5	88168.4
61	798.882	7570.18	0	5466.76	74363.7	87400.7
62	798.882	7585.74	0	5445.52	74363.7	87395
