#Iterations	Temperature	Chi2	Type	Histogram	Connect	Total
226	728.04	7031.7	0	5349.81	65550.9	77932.4
227	728.04	7071.51	0	5359.2	65550.9	77981.6
228	728.04	7051.39	0	5363.07	65550.9	77965.3
229	728.04	7037.49	0	5362.77	65550.9	77951.1
230	728.04	7066.71	0	5374.46	65550.9	77992.1
231	728.04	7073.83	0	5362.38	65550.9	77987.1
232	728.04	7103.07	0	5322.48	65550.9	77976.4
233	728.04	7112.7	0	5342.58	65550.9	78006.2
234	728.04	7094.8	0	5319.25	65550.9	77964.9
235	728.04	7082.05	0	5329.78	65550.9	77962.7
236	728.04	7104.68	0	5306.85	65550.9	77962.4
237	728.04	7031.59	0	5297.75	65550.9	77880.2
238	728.04	7015.88	0	5300.4	65550.9	77867.2
239	728.04	6990.87	0	5290.65	64479.3	76760.9
240	728.04	7056.14	0	5250.22	63957.6	76263.9
241	728.04	7108.27	0	5272.48	63957.6	76338.3
242	728.04	7064.5	0	5238.65	63444.8	75747.9
243	728.04	7081.3	0	5253.72	63444.8	75779.8
244	728.04	7114.41	0	5259.25	63444.8	75818.4
245	728.04	7123.28	0	5270.57	63444.8	75838.6
246	728.04	7111.8	0	5234.31	63444.8	75790.9
247	728.04	7085.31	0	5214.34	61476.8	73776.5
248	728.04	7053.72	0	5227.88	61476.8	73758.4
249	728.04	7062.67	0	5260.12	61956.8	74279.6
250	728.04	7071.18	0	5253.59	61956.8	74281.6
251	728.04	7090.09	0	5248.3	61956.8	74295.2
252	728.04	7018.33	0	5244.13	61956.8	74219.3
253	728.04	7013.65	0	5257.86	61956.8	74228.3
254	728.04	7026.06	0	5289.28	61956.8	74272.2
255	728.04	7039.07	0	5293.69	61956.8	74289.6
256	728.04	7046.1	0	5281.26	61956.8	74284.2
257	728.04	7033.86	0	5304.23	61956.8	74294.9
258	728.04	7044.88	0	5293.05	61956.8	74294.8
259	728.04	7026.13	0	5255.44	61956.8	74238.4
260	728.04	7083.7	0	5262.87	61956.8	74303.4
261	728.04	7081.54	0	5284.65	61956.8	74323
262	728.04	7079.3	0	5268.44	61956.8	74304.6
263	728.04	7080.16	0	5287.32	61956.8	74324.3
264	728.04	7117.83	0	5284.58	61956.8	74359.2
265	728.04	7138.37	0	5239.49	56246.2	68624.1
266	728.04	7161.84	0	5238.08	56648.9	69048.8
267	728.04	7177.64	0	5229.27	56648.9	69055.8
268	728.04	7187.81	0	5240.15	57057.1	69485
269	728.04	7175.48	0	5208.68	56648.9	69033.1
270	728.04	7225.72	0	5216.77	56648.9	69091.4
271	728.04	7167.73	0	5202.82	52140.5	64511
272	728.04	7173.81	0	5179.81	52140.5	64494.1
273	728.04	7241.7	0	5184.83	52140.5	64567
274	728.04	7253.4	0	5186.56	52140.5	64580.4
275	728.04	7146.07	0	5166.38	51793.6	64106.1
276	728.04	7213.83	0	5176.26	51793.6	64183.7
277	728.04	7269.51	0	5196.69	51793.6	64259.8
278	728.04	7250.92	0	5181.3	51793.6	64225.9
279	728.04	7259.54	0	5213.99	51793.6	64267.2
280	728.04	7231.19	0	5195.15	51793.6	64220
281	728.04	7222.01	0	5166.99	51793.6	64182.6
282	728.04	7222.58	0	5187.87	51793.6	64204.1
283	728.04	7286.86	0	5175.5	51793.6	64256
284	728.04	7185.64	0	5158.05	51793.6	64137.3
285	728.04	7147.15	0	5136.07	51793.6	64076.9
286	728.04	7155.82	0	5090.54	51793.6	64040
287	728.04	7113.63	0	5073.36	51450.8	63637.8
288	728.04	7070.17	0	5037.57	51450.8	63558.5
289	728.04	7071.19	0	5030.3	51450.8	63552.3
290	728.04	7043.83	0	5039.16	51450.8	63533.8
291	728.04	7085.12	0	5012.1	51450.8	63548
292	728.04	7098.73	0	5002.61	51450.8	63552.1
293	728.04	7101.02	0	4989.71	51450.8	63541.5
294	728.04	7096.55	0	4958.95	51111.8	63167.3
295	728.04	7133.52	0	4993.25	51450.8	63577.5
296	728.04	7156.51	0	4998.39	51450.8	63605.7
297	728.04	7191.62	0	4983.2	51450.8	63625.6
298	728.04	7182.8	0	4962.65	51450.8	63596.2
299	728.04	7191.08	0	4974.25	51450.8	63616.1
300	728.04	7183.44	0	4962.9	51450.8	63597.1
301	728.04	7256.73	0	4990.54	51450.8	63698
302	728.04	7226.68	0	4971.52	51450.8	63649
303	728.04	7196.57	0	4928.91	51111.8	63237.3
304	728.04	7135.5	0	4937.73	51111.8	63185
305	728.04	7191.24	0	4926.58	51111.8	63229.6
306	728.04	7221.86	0	4952.63	51450.8	63625.3
307	728.04	7238.16	0	4968.01	51450.8	63656.9
308	728.04	7258.89	0	4975.18	51450.8	63684.8
309	728.04	7236.63	0	4961.48	51450.8	63648.9
310	728.04	7229.08	0	4968.64	51450.8	63648.5
311	728.04	7260.87	0	4971.82	51450.8	63683.5
312	728.04	7256.76	0	5002.78	51111.8	63371.3
313	728.04	7209.85	0	4986.65	51111.8	63308.3
314	728.04	7293.45	0	4960.83	50776.6	63030.9
315	728.04	7303.26	0	4976.21	50776.6	63056.1
316	728.04	7289.23	0	4972.19	50776.6	63038
317	728.04	7251.37	0	4966.71	50776.6	62994.7
318	728.04	7241.72	0	4999.83	50776.6	63018.1
319	728.04	7240.24	0	5027.74	50776.6	63044.6
320	728.04	7223.87	0	5013.98	50776.6	63014.4
321	728.04	7208.9	0	5003.96	48221.9	60434.7
322	728.04	7198.03	0	4981.91	48221.9	60401.8
323	728.04	7215.33	0	4979.13	48221.9	60416.3
324	728.04	7201.76	0	4998.93	48221.9	60422.5
325	728.04	7226.08	0	5005.58	48221.9	60453.5
326	728.04	7235.34	0	5042.2	48221.9	60499.4
327	728.04	7175	0	5029.62	48221.9	60426.5
328	728.04	7198.99	0	5022.26	48221.9	60443.1
329	728.04	7204.06	0	5036.35	48221.9	60462.3
330	728.04	7201.31	0	5034.41	48529.5	60765.3
331	728.04	7194.44	0	5045.03	48529.5	60769
332	728.04	7177.39	0	5047.4	48529.5	60754.3
333	728.04	7151.68	0	5012.74	48221.9	60386.3
334	728.04	7168.22	0	5008.26	48529.5	60706
335	728.04	7093.79	0	4981.73	48529.5	60605.1
336	728.04	7054.85	0	4986.88	48529.5	60571.3
337	728.04	7058.45	0	4978.79	48529.5	60566.8
338	728.04	7083.04	0	4974.46	48529.5	60587.1
339	728.04	7064.75	0	4978.63	48529.5	60572.9
340	728.04	7071.34	0	4981.14	48529.5	60582
341	728.04	7105.78	0	4987.27	48840.4	60933.5
342	728.04	7125.61	0	5016.02	48840.4	60982.1
343	728.04	7079.52	0	5033.23	48840.4	60953.2
344	728.04	7106.06	0	5062.31	48840.4	61008.8
345	728.04	7167.97	0	5098.78	49154.6	61421.3
346	728.04	7184.05	0	5100.8	48840.4	61125.3
347	728.04	7170.8	0	5094.64	48840.4	61105.9
348	728.04	7129.51	0	5102.42	48840.4	61072.4
349	728.04	7138.25	0	5107.43	48840.4	61086.1
350	728.04	7078.41	0	5064.11	48529.5	60672.1
351	728.04	7041.85	0	5061.94	48529.5	60633.3
352	728.04	7063.66	0	5044.32	48529.5	60637.5
353	728.04	7070.85	0	5039.96	48529.5	60640.4
354	728.04	7051.11	0	5020.26	48529.5	60600.9
355	728.04	7020.65	0	5004	48529.5	60554.2
356	728.04	7015.44	0	5000.72	48529.5	60545.7
357	728.04	7067.28	0	5017.75	48840.4	60925.5
358	728.04	7045	0	4999.52	48840.4	60884.9
359	728.04	7087.14	0	5025.86	49154.6	61267.6
360	728.04	7077.54	0	5039.86	49154.6	61272
361	728.04	7070.2	0	5033.79	48221.9	60325.8
362	728.04	7057.74	0	5032.58	48221.9	60312.2
363	728.04	7073.83	0	5036.6	48221.9	60332.3
364	728.04	7055.9	0	5031.2	48221.9	60308.9
365	728.04	7051.35	0	5020.15	48221.9	60293.3
366	728.04	7016.62	0	5002.36	48221.9	60240.8
367	728.04	7016.16	0	5008.96	48221.9	60247
368	728.04	7020.48	0	5013.96	48221.9	60256.3
369	728.04	6976.75	0	4993.26	48221.9	60191.9
370	728.04	6973.8	0	4969.14	48221.9	60164.8
371	728.04	6934.17	0	4966.15	47021.7	58922
372	728.04	6928.61	0	4971.89	47317.3	59217.8
373	728.04	6913.57	0	5002.96	47317.3	59233.8
374	728.04	6830.7	0	4977.75	47317.3	59125.7
375	728.04	6795.18	0	4982.98	47317.3	59095.4
376	728.04	6780.86	0	5023.97	47615.8	59420.6
377	728.04	6757.78	0	5000.72	47615.8	59374.3
378	728.04	6819.27	0	4980.99	47615.8	59416
379	728.04	6798.17	0	4957.74	47317.3	59073.2
380	728.04	6806.4	0	4941.86	47317.3	59065.5
381	728.04	6786.88	0	4936.4	47317.3	59040.5
382	728.04	6698.36	0	4912.85	47317.3	58928.5
383	728.04	6693.37	0	4912.6	47317.3	58923.2
384	728.04	6702.99	0	4918.2	47317.3	58938.4
385	728.04	6687.23	0	4891.14	47317.3	58895.6
386	728.04	6666.1	0	4902.91	47021.7	58590.7
387	728.04	6650.63	0	4871.38	46729	58251
388	728.04	6693.16	0	4868.17	46729	58290.3
389	728.04	6678.49	0	4874.93	46729	58282.4
390	728.04	6710.58	0	4885.48	46729	58325.1
391	728.04	6705.85	0	4873.62	46729	58308.5
392	728.04	6702.1	0	4869.8	46729	58300.9
393	728.04	6687.08	0	4824.43	46439.1	57950.7
394	728.04	6758.35	0	4871.05	46729	58358.4
395	728.04	6758.91	0	4867.85	46729	58355.8
396	728.04	6742.98	0	4829.34	46729	58301.3
397	728.04	6743.65	0	4812.34	46729	58285
398	728.04	6707.51	0	4812.9	46729	58249.4
399	728.04	6698.5	0	4812.87	46729	58240.4
400	728.04	6678.69	0	4794.76	46152.1	57625.5
401	728.04	6677.51	0	4831.65	46439.1	57948.3
402	728.04	6668.27	0	4828.86	46439.1	57936.3
403	728.04	6663.89	0	4796.19	46439.1	57899.2
404	728.04	6604.24	0	4792.7	46152.1	57549
405	728.04	6648.16	0	4783.85	45867.7	57299.7
406	728.04	6635.12	0	4757.97	45867.7	57260.8
407	728.04	6673.01	0	4759.6	45867.7	57300.3
408	728.04	6559.35	0	4741.84	45867.7	57168.9
409	728.04	6560.54	0	4764.99	45867.7	57193.2
410	728.04	6524.59	0	4743.07	45867.7	57135.4
411	728.04	6495.75	0	4760.19	45586	56842
412	728.04	6533.24	0	4740.57	45586	56859.8
413	728.04	6547.13	0	4732.54	45586	56865.7
414	728.04	6555.96	0	4743.35	45867.7	57167
415	728.04	6537.04	0	4731.89	45867.7	57136.6
416	728.04	6529.15	0	4703.11	45867.7	57100
417	728.04	6575.65	0	4714.96	46152.1	57442.7
418	728.04	6606.63	0	4737.83	46152.1	57496.5
419	728.04	6574.88	0	4680.81	45867.7	57123.4
420	728.04	6593.73	0	4664.58	45867.7	57126
421	728.04	6587.16	0	4683.03	46152.1	57422.3
422	728.04	6510.77	0	4646.78	45867.7	57025.3
423	728.04	6473.21	0	4666.69	45586	56725.9
424	728.04	6379.47	0	4666.59	45586	56632.1
425	728.04	6373.58	0	4654.32	45306.9	56334.8
426	728.04	6471.9	0	4693.9	45586	56751.8
427	728.04	6439.12	0	4684.67	45867.7	56991.5
428	728.04	6439.85	0	4709.13	45867.7	57016.7
429	728.04	6419.62	0	4709.34	45586	56715
430	728.04	6441.32	0	4709.69	45586	56737
431	728.04	6429.87	0	4681.66	45306.9	56418.5
432	728.04	6412.01	0	4696.31	45586	56694.3
433	728.04	6387.99	0	4742.05	45867.7	56997.7
434	728.04	6407.28	0	4762.77	45867.7	57037.8
435	728.04	6390.37	0	4749.34	45867.7	57007.4
436	728.04	6433.67	0	4783.25	46152.1	57369
437	728.04	6446.97	0	4796.94	46152.1	57396
438	728.04	6333.35	0	4775.23	45867.7	56976.3
439	728.04	6354.71	0	4769.3	45867.7	56991.7
440	728.04	6388.76	0	4792.13	45867.7	57048.6
441	728.04	6422.89	0	4796.7	45867.7	57087.3
442	728.04	6420.18	0	4820.8	46152.1	57393
443	728.04	6390.16	0	4820.59	46152.1	57362.8
444	728.04	6426.58	0	4807.43	46152.1	57386.1
445	728.04	6344.3	0	4816.75	45867.7	57028.7
446	728.04	6370	0	4822.52	46439.1	57631.7
447	728.04	6368.02	0	4818.84	46439.1	57626
448	728.04	6425.65	0	4816.93	46152.1	57394.6
449	728.04	6412.97	0	4833.69	46152.1	57398.7
450	728.04	6453.86	0	4873.22	46439.1	57766.2
451	728.04	6443.61	0	4862.85	46439.1	57745.6
452	728.04	6410.21	0	4871	46439.1	57720.4
453	728.04	6430.2	0	4867.81	46439.1	57737.2
454	728.04	6462.45	0	4866.13	46439.1	57767.7
455	728.04	6546.83	0	4906.23	46729	58182.1
456	728.04	6561.23	0	4903.2	46729	58193.4
457	728.04	6477.42	0	4883.94	46729	58090.4
458	728.04	6528.46	0	4928.95	46729	58186.4
459	728.04	6508.77	0	4893.59	46729	58131.4
460	728.04	6504.23	0	4883.73	46729	58117
461	728.04	6516.77	0	4878.8	46729	58124.6
462	728.04	6498.98	0	4869.8	46729	58097.8
463	728.04	6518.82	0	4861.07	46729	58108.9
464	728.04	6523.8	0	4830.63	46729	58083.4
465	728.04	6561.11	0	4825.13	46729	58115.2
466	728.04	6570.55	0	4832.94	46729	58132.5
467	728.04	6532.46	0	4808.22	46729	58069.7
468	728.04	6540.97	0	4798.94	47021.7	58361.6
469	728.04	6503.71	0	4802.27	47021.7	58327.7
470	728.04	6511.45	0	4794.08	47021.7	58327.2
471	728.04	6430.65	0	4782.76	47021.7	58235.1
472	728.04	6488.46	0	4783.25	46729	58000.7
473	728.04	6462.85	0	4797.32	46729	57989.2
474	728.04	6474.01	0	4794.22	46729	57997.2
475	728.04	6477.38	0	4767.48	47021.7	58266.5
476	728.04	6501.63	0	4761.28	47021.7	58284.6
477	728.04	6478.4	0	4771.39	47021.7	58271.5
478	728.04	6536.16	0	4787.89	47317.3	58641.3
479	728.04	6549.58	0	4775.26	47317.3	58642.1
480	728.04	6517.92	0	4781.66	47317.3	58616.8
481	728.04	6518.91	0	4772.32	47317.3	58608.5
482	728.04	6512.82	0	4811.35	47317.3	58641.4
483	728.04	6521	0	4775.05	47317.3	58613.3
484	728.04	6536.68	0	4782.23	47317.3	58636.2
485	728.04	6542.51	0	4798.73	47317.3	58658.5
486	728.04	6547.17	0	4759.58	47021.7	58328.4
487	728.04	6566.17	0	4752.83	47021.7	58340.7
488	728.04	6571.63	0	4732.45	46729	58033.1
489	728.04	6650.61	0	4744.02	46729	58123.6
490	728.04	6673.12	0	4733.35	46729	58135.5
491	655.236	6683.29	0	4763.89	46729	58176.2
492	655.236	6662.7	0	4733.62	46729	58125.3
493	655.236	6643.33	0	4722.72	47021.7	58387.7
494	655.236	6641.75	0	4714.57	47021.7	58378
495	655.236	6561.37	0	4681.82	46729	57972.2
496	655.236	6544.41	0	4673.77	47021.7	58239.9
497	655.236	6540.59	0	4680.94	47021.7	58243.2
498	655.236	6554.19	0	4688.11	47021.7	58264
499	655.236	6550.52	0	4711.4	47021.7	58283.6
500	655.236	6500.11	0	4720.14	47021.7	58241.9
501	655.236	6469.36	0	4727.38	47021.7	58218.4
502	655.236	6461.92	0	4739.9	47317.3	58519.1
503	655.236	6481.34	0	4727.34	47021.7	58230.4
504	655.236	6465.25	0	4744.8	47021.7	58231.7
505	655.236	6478.28	0	4738.56	47021.7	58238.5
506	655.236	6434.77	0	4725.17	47021.7	58181.6
507	655.236	6425.79	0	4723.7	47021.7	58171.2
508	655.236	6426.61	0	4719.4	47021.7	58167.7
509	655.236	6449.15	0	4720.88	47021.7	58191.7
510	655.236	6444.63	0	4708.54	47021.7	58174.9
511	655.236	6407.36	0	4702.64	46729	57839
512	655.236	6411.79	0	4696.04	46729	57836.8
513	655.236	6459.85	0	4709.28	46729	57898.1
514	655.236	6472.73	0	4721.37	46729	57923.1
515	655.236	6476.1	0	4743.45	46729	57948.5
516	655.236	6453.92	0	4742.73	46729	57925.7
517	655.236	6422.36	0	4734.7	46729	57886.1
518	655.236	6417.16	0	4741.45	46439.1	57597.8
519	655.236	6397.35	0	4748.19	46152.1	57297.6
520	655.236	6289.93	0	4728.19	46152.1	57170.2
521	655.236	6293.69	0	4717.19	46152.1	57162.9
522	655.236	6335.25	0	4771.32	46439.1	57545.7
523	655.236	6315.45	0	4802.08	46439.1	57556.7
524	655.236	6292.3	0	4781.19	46729	57802.5
525	655.236	6303.63	0	4777.69	46729	57810.3
