6.20707090E-03  2.34860420E-02  9.93245280E-04
6.58325700E-03  2.15005690E-02  8.76058590E-04
6.95944200E-03  2.09117080E-02  7.87398890E-04
7.33562780E-03  2.15818700E-02  7.26124210E-04
7.71181430E-03  2.17617060E-02  6.70101090E-04
8.08799860E-03  2.25942900E-02  6.30540950E-04
8.46418510E-03  2.20327000E-02  5.95877410E-04
8.84037020E-03  2.16266790E-02  5.65282830E-04
9.21655600E-03  2.23261750E-02  5.40486890E-04
9.59274100E-03  2.16010440E-02  5.20806640E-04
9.96892600E-03  2.11623910E-02  5.03259190E-04
1.03451100E-02  2.13535650E-02  4.83690670E-04
1.07213000E-02  2.16140230E-02  4.69402760E-04
1.10974800E-02  2.08788720E-02  4.53386430E-04
1.14736700E-02  2.10360460E-02  4.42710500E-04
1.18498500E-02  2.10243220E-02  4.32447360E-04
1.22260400E-02  2.04581860E-02  4.21677950E-04
1.27903100E-02  1.98757980E-02  2.88333020E-04
1.35426800E-02  2.02277100E-02  2.76377280E-04
1.42950500E-02  1.98584910E-02  2.66140620E-04
1.50474200E-02  1.95746780E-02  2.57330160E-04
1.57997800E-02  1.90857930E-02  2.47701480E-04
1.65521500E-02  1.85590350E-02  2.41070870E-04
1.73045200E-02  1.80488970E-02  2.33840390E-04
1.80568800E-02  1.77013180E-02  2.27558800E-04
1.88092500E-02  1.72344520E-02  2.21239130E-04
1.95616100E-02  1.68137070E-02  2.15456400E-04
2.03139800E-02  1.65882040E-02  2.10933150E-04
2.12544300E-02  1.59303450E-02  1.66967670E-04
2.23829700E-02  1.53342180E-02  1.67979330E-04
2.35115200E-02  1.46636220E-02  1.66820200E-04
2.46400600E-02  1.37707340E-02  1.64360030E-04
2.57685900E-02  1.31793550E-02  1.62044740E-04
2.68971300E-02  1.25779160E-02  1.58922060E-04
2.80256600E-02  1.21226210E-02  1.55624470E-04
2.93422800E-02  1.13828950E-02  1.26466590E-04
3.08469900E-02  1.05657160E-02  1.19814090E-04
3.23516900E-02  9.76894420E-03  1.14905950E-04
3.38563900E-02  8.89819490E-03  1.10776280E-04
3.53610800E-02  8.39704740E-03  1.06946830E-04
3.68657700E-02  7.75606190E-03  1.03970350E-04
3.85585400E-02  7.12003190E-03  8.98589860E-05
4.04393800E-02  6.28035980E-03  8.69438370E-05
4.23202200E-02  5.66283850E-03  8.42283480E-05
4.42010500E-02  5.13788220E-03  8.16767130E-05
4.62699500E-02  4.59854400E-03  7.23594350E-05
4.85269200E-02  4.20610560E-03  7.03282710E-05
5.07838800E-02  3.82531640E-03  6.86321950E-05
5.30408200E-02  3.50623460E-03  6.92353500E-05
5.54858200E-02  3.16631960E-03  6.41882730E-05
5.81188900E-02  2.96529030E-03  6.39799250E-05
6.07519100E-02  2.76482310E-03  6.34938770E-05
6.33849300E-02  2.68912620E-03  6.29263300E-05
6.62059800E-02  2.72481750E-03  5.97918080E-05
6.92150700E-02  2.69210410E-03  6.22024020E-05
7.22241300E-02  2.78132270E-03  6.24147870E-05
7.54212000E-02  2.64349420E-03  5.93123700E-05
7.88062900E-02  2.56027050E-03  5.98038640E-05
8.23794000E-02  2.49301200E-03  5.70431260E-05
8.61404800E-02  2.37747960E-03  5.65251250E-05
8.99014900E-02  2.25632820E-03  5.59461400E-05
9.38504900E-02  2.22842400E-03  5.28644230E-05
9.79874400E-02  1.97692730E-03  5.22086340E-05
1.02312300E-01  1.89011640E-03  5.17191950E-05
1.06825100E-01  1.63441840E-03  5.52141570E-05
1.11525800E-01  1.43900230E-03  4.98589510E-05
1.16414400E-01  1.24718710E-03  4.89086050E-05
1.21490800E-01  1.14031690E-03  4.76069070E-05
1.26755100E-01  9.80206070E-04  4.49139770E-05
1.32207200E-01  9.45942240E-04  4.20430840E-05
1.38035000E-01  8.39677930E-04  4.00013380E-05
1.44050400E-01  7.60497580E-04  3.93434020E-05
1.50253600E-01  7.17700920E-04  3.75679010E-05
1.56832400E-01  6.51579060E-04  3.57446300E-05
1.63598700E-01  6.99185180E-04  3.52992470E-05
1.70552600E-01  5.96023630E-04  3.37686000E-05
1.77881700E-01  5.77735540E-04  3.24003120E-05
1.85586100E-01  5.13552050E-04  3.41477170E-05
1.93665700E-01  4.45371120E-04  3.13913330E-05
2.02120300E-01  2.88587240E-04  2.91602880E-05
2.10762000E-01  2.58789160E-04  2.85114600E-05
2.19590500E-01  2.53742710E-04  2.72995330E-05
2.28793600E-01  2.17700860E-04  2.62791910E-05
2.38371200E-01  1.67282680E-04  2.52792630E-05
2.48510800E-01  1.43849200E-04  2.38822190E-05
2.59212200E-01  1.58491680E-04  2.35278040E-05
2.70287100E-01  1.07291980E-04  2.37035290E-05
2.81735500E-01  1.39992000E-04  2.17659650E-05
2.93557000E-01  1.08800400E-04  2.08898890E-05
3.05938800E-01  9.91162740E-05  2.11319620E-05
3.18880600E-01  1.40557410E-04  2.19692940E-05
3.32194200E-01  1.18012750E-04  2.19562240E-05
3.46066800E-01  1.09457530E-04  2.52554580E-05
3.60497600E-01  7.73335560E-05  2.85143410E-05
3.75486200E-01  7.43852070E-05  3.12240850E-05
3.91218700E-01  6.82798930E-05  3.50519660E-05
4.07507400E-01  8.77107230E-05  3.98508130E-05
