#Iterations	Temperature	Chi2	Type	Histogram	Connect	Total
1	775.547	7737.38	0	6501.05	108822	123061
2	775.547	7765.46	0	6501.59	108822	123089
3	775.547	7737.86	0	6533.58	108822	123094
4	775.547	7744.57	0	6517.68	108822	123085
5	775.547	7735.02	0	6508.42	108822	123066
6	775.547	7713.15	0	6496.21	108822	123032
7	775.547	7680.16	0	6499.2	108822	123002
8	775.547	7695.36	0	6521.39	108822	123039
9	775.547	7714.81	0	6515.19	108822	123052
10	775.547	7791.14	0	6498.09	108822	123112
11	775.547	7854.32	0	6509.23	108822	123186
12	775.547	7839.54	0	6505.12	108822	123167
13	775.547	7818.91	0	6502.5	108822	123144
14	775.547	7826.43	0	6504.9	108822	123154
15	775.547	7798.27	0	6492.7	108822	123113
16	775.547	7734.53	0	6459.45	108822	123016
17	775.547	7642.29	0	6425.05	108822	122890
18	775.547	7555.84	0	6399.15	108822	122777
19	775.547	7549.02	0	6386.32	108822	122758
20	775.547	7547.91	0	6370.74	108822	122741
21	775.547	7682.18	0	6381.42	108822	122886
22	775.547	7701.5	0	6421.84	108822	122946
23	775.547	7622.6	0	6420.3	108822	122865
24	775.547	7619.26	0	6427.12	108822	122869
25	775.547	7578.77	0	6415.1	108822	122816
26	775.547	7578.08	0	6414.16	108822	122815
27	775.547	7620.26	0	6429.86	108822	122873
28	775.547	7665.12	0	6436.31	108822	122924
29	775.547	7594.96	0	6412.47	108822	122830
30	775.547	7565.02	0	6363.45	106599	120528
31	775.547	7550.27	0	6342.35	106599	120492
32	775.547	7601.57	0	6325.13	106599	120526
33	775.547	7550.22	0	6312.43	106599	120462
34	775.547	7557.42	0	6279.06	106599	120436
35	775.547	7553.77	0	6275.6	106599	120429
36	775.547	7520.06	0	6228.23	106599	120347
37	775.547	7495.79	0	6202.94	104529	118228
38	775.547	7549.32	0	6209.46	104529	118288
39	775.547	7526.34	0	6201.77	104529	118257
40	775.547	7577.27	0	6227.67	104529	118334
41	775.547	7621.88	0	6223.15	95898.9	109744
42	775.547	7616.28	0	6216.62	95898.9	109732
43	775.547	7679.56	0	6205.29	95898.9	109784
44	775.547	7669.45	0	6205.46	95898.9	109774
45	775.547	7584.81	0	6195.13	95898.9	109679
46	775.547	7523.88	0	6183.33	95898.9	109606
47	775.547	7539.42	0	6176.74	95898.9	109615
48	775.547	7552.63	0	6206.42	95898.9	109658
49	775.547	7507.76	0	6221.24	95898.9	109628
50	775.547	7497.95	0	6212.4	95898.9	109609
51	775.547	7534.2	0	6218.52	95898.9	109652
52	775.547	7535.3	0	6243.77	95898.9	109678
53	775.547	7515.78	0	6248.7	95898.9	109663
54	775.547	7509.3	0	6239.21	95898.9	109647
55	775.547	7597.37	0	6241.18	95898.9	109737
56	775.547	7525.26	0	6238.75	95898.9	109663
57	775.547	7533	0	6210.51	94435.2	108179
58	775.547	7505.74	0	6211.21	94435.2	108152
59	775.547	7531.08	0	6231.74	95898.9	109662
60	775.547	7531.6	0	6244.43	95898.9	109675
61	775.547	7542.59	0	6250.48	95898.9	109692
62	775.547	7516.6	0	6251.33	95898.9	109667
63	775.547	7642.4	0	6257.71	95898.9	109799
64	775.547	7649.55	0	6246.37	95898.9	109795
65	775.547	7692.75	0	6238.34	95898.9	109830
66	775.547	7711.22	0	6249.46	95898.9	109860
67	775.547	7716.24	0	6255.17	95898.9	109870
68	775.547	7744.67	0	6255.96	95898.9	109900
69	775.547	7817.39	0	6267.41	95898.9	109984
70	775.547	7754.2	0	6259.76	95898.9	109913
71	775.547	7703.34	0	6265.15	95898.9	109867
72	775.547	7713.16	0	6263.16	95898.9	109875
73	775.547	7724.4	0	6298	95898.9	109921
74	775.547	7709.59	0	6279.55	95898.9	109888
75	775.547	7687.59	0	6277.67	95898.9	109864
76	775.547	7669.84	0	6278.07	95898.9	109847
77	775.547	7644.16	0	6270.63	95898.9	109814
78	775.547	7671.2	0	6256.6	95898.9	109827
79	775.547	7582.1	0	6235.87	95898.9	109717
80	775.547	7608.37	0	6243.54	95898.9	109751
81	775.547	7565.8	0	6214.01	95898.9	109679
82	775.547	7525.45	0	6190.26	95898.9	109615
83	775.547	7525.62	0	6187.84	95898.9	109612
84	775.547	7519.81	0	6190.47	95898.9	109609
85	775.547	7503.06	0	6177.84	95898.9	109580
86	775.547	7495.73	0	6194.66	95898.9	109589
87	775.547	7486.79	0	6192.82	95898.9	109579
88	775.547	7509.12	0	6204.83	95898.9	109613
89	775.547	7487.4	0	6181.45	95898.9	109568
90	775.547	7523.58	0	6180.8	95898.9	109603
91	775.547	7444.04	0	6155.47	95898.9	109498
92	775.547	7429.87	0	6142.91	95898.9	109472
93	775.547	7398.61	0	6111.66	95898.9	109409
94	775.547	7403.9	0	6107.32	95898.9	109410
95	775.547	7408.52	0	6111.46	95898.9	109419
96	775.547	7390.58	0	6098.97	95898.9	109388
97	775.547	7387.4	0	6085.28	95898.9	109372
98	775.547	7421.4	0	6079.61	95898.9	109400
99	775.547	7434.27	0	6113.72	95898.9	109447
100	775.547	7409.99	0	6098.8	95898.9	109408
101	775.547	7375.69	0	6098.72	95898.9	109373
102	775.547	7428.92	0	6110.97	95898.9	109439
103	775.547	7442.31	0	6094.43	95898.9	109436
104	775.547	7425.91	0	6075.39	95898.9	109400
105	775.547	7441.34	0	6108.56	95898.9	109449
106	775.547	7381.39	0	6098.98	95898.9	109379
107	775.547	7449.23	0	6123.9	95898.9	109472
108	775.547	7322.51	0	6120.3	95898.9	109342
109	775.547	7305.54	0	6091.91	95898.9	109296
110	775.547	7287.14	0	6093.35	95898.9	109279
111	775.547	7174.62	0	6077.09	95898.9	109151
112	775.547	7165.66	0	6053.49	95898.9	109118
113	775.547	7165.58	0	6052.02	95898.9	109117
114	775.547	7165.2	0	6060.71	95898.9	109125
115	775.547	7181.03	0	6087.22	95898.9	109167
116	775.547	7190.72	0	6071.53	95898.9	109161
117	775.547	7223.58	0	6094.21	95898.9	109217
118	775.547	7155.21	0	6075.22	95898.9	109129
119	775.547	7198.88	0	6047.17	95898.9	109145
120	775.547	7242.02	0	6053.07	95898.9	109194
121	775.547	7276.23	0	6059.97	95898.9	109235
122	775.547	7272.09	0	6046.75	95898.9	109218
123	775.547	7270.99	0	6035.77	95898.9	109206
124	775.547	7290.4	0	6033.19	95898.9	109222
125	775.547	7299.63	0	6027.43	94435.2	107762
126	775.547	7222.42	0	6016.55	94435.2	107674
127	775.547	7192.89	0	5980.16	93039.6	106213
128	775.547	7142.45	0	5985.52	93039.6	106168
129	775.547	7081.73	0	5967.61	91706	104755
130	775.547	7059.05	0	5991.6	91706	104757
131	775.547	7092.85	0	5970.5	91706	104769
132	775.547	7093.84	0	5978.11	91706	104778
133	775.547	7124.02	0	5984.3	91706	104814
134	775.547	7100.24	0	5963.36	91706	104770
135	775.547	7056.1	0	5957.82	91706	104720
136	775.547	7055.6	0	5959.23	91706	104721
137	775.547	7045.06	0	5961.89	91706	104713
138	775.547	7045.65	0	5966.69	91706	104718
139	775.547	7032.72	0	5951.38	91706	104690
140	775.547	6998.25	0	5936.67	91706	104641
141	775.547	6934.43	0	5899.52	91706	104540
142	775.547	6953.08	0	5926.83	91706	104586
143	775.547	6987.69	0	5924.63	91706	104618
144	775.547	6945.14	0	5898.6	90429.3	103273
145	775.547	7006.24	0	5904.22	90429.3	103340
146	775.547	6921.72	0	5922.57	90429.3	103274
147	775.547	6862.12	0	5887.46	90429.3	103179
148	775.547	6873.23	0	5879.41	88028	100781
149	775.547	6890.76	0	5902.84	88028	100822
150	775.547	6898.47	0	5896.73	88028	100823
151	775.547	6901.74	0	5905.69	88028	100835
152	775.547	6944.97	0	5894.09	88028	100867
153	775.547	6942.76	0	5863.53	88028	100834
154	775.547	6911.99	0	5824.12	86895.8	99631.9
155	775.547	6909.91	0	5828.77	86895.8	99634.5
156	775.547	6915.41	0	5828.85	86895.8	99640
157	775.547	6941.9	0	5798.51	86895.8	99636.2
158	775.547	7059.15	0	5802.7	86895.8	99757.6
159	775.547	7060.59	0	5796.56	86895.8	99752.9
160	775.547	7076.1	0	5812.13	86895.8	99784
161	775.547	7082.99	0	5808.4	86895.8	99787.2
162	775.547	7092.26	0	5806.53	86895.8	99794.6
163	775.547	7106.29	0	5821.93	86895.8	99824
164	775.547	7068.59	0	5808.07	86895.8	99772.4
165	775.547	7081	0	5833.19	86895.8	99810
166	775.547	6972.67	0	5822.52	84752	97547.2
167	775.547	6954.2	0	5780.44	83735	96469.6
168	775.547	7038.34	0	5795.14	83735	96568.4
169	775.547	7065.78	0	5788.5	83735	96589.2
170	775.547	7085.11	0	5782.96	83735	96603
171	775.547	7098.01	0	5789.08	83735	96622
172	775.547	7059.84	0	5792.29	83735	96587.1
173	775.547	7168.26	0	5780.76	83735	96684
174	775.547	7200.93	0	5781.65	83735	96717.5
175	775.547	7182.28	0	5743.55	83735	96660.8
176	775.547	7154.48	0	5747.06	83735	96636.5
177	775.547	7168.06	0	5749.42	83735	96652.4
178	775.547	7183.17	0	5747.51	83735	96665.6
179	775.547	7154.87	0	5729.9	82751.3	95636
180	775.547	7159.94	0	5745.92	82751.3	95657.1
181	775.547	7189.13	0	5750.86	82751.3	95691.3
182	775.547	7133.29	0	5760.68	82751.3	95645.2
183	775.547	7102.58	0	5772.71	82751.3	95626.6
184	775.547	7107.74	0	5765.34	82751.3	95624.3
185	775.547	7078.34	0	5714.27	81798.8	94591.4
186	775.547	7068.08	0	5711.63	77443.3	90223
187	775.547	7064.37	0	5692.68	77443.3	90200.4
188	775.547	7054.82	0	5672.33	77443.3	90170.5
189	775.547	7009.53	0	5666.4	77443.3	90119.3
190	775.547	7022.78	0	5686.49	77443.3	90152.6
191	775.547	6992.05	0	5694.17	77443.3	90129.6
192	775.547	6968.14	0	5709.05	77443.3	90120.5
193	775.547	6907.15	0	5695.2	77443.3	90045.7
194	775.547	6891.19	0	5672.89	76643.3	89207.4
195	775.547	6874.78	0	5675.17	76643.3	89193.2
196	775.547	6928.26	0	5687.9	76643.3	89259.5
197	775.547	6958.84	0	5700.44	76643.3	89302.6
198	775.547	6926.14	0	5692	76643.3	89261.4
199	775.547	6993.8	0	5689.82	76643.3	89326.9
200	775.547	7002.21	0	5690.3	76643.3	89335.8
201	775.547	7008.57	0	5677.08	76643.3	89328.9
202	775.547	7032.43	0	5637.51	76643.3	89313.2
203	775.547	7026.55	0	5655.74	76643.3	89325.6
204	775.547	7047.49	0	5650.2	76643.3	89341
205	775.547	7047.73	0	5615.27	75864	88527
206	775.547	7016.6	0	5584.59	75864	88465.2
207	775.547	6962.23	0	5553.05	75864	88379.3
208	775.547	6983.04	0	5550.32	75864	88397.4
209	775.547	6944.77	0	5531.83	75864	88340.6
210	775.547	6907.22	0	5519.41	75864	88290.6
211	775.547	6866.65	0	5508.83	75864	88239.5
212	775.547	6881.48	0	5529.71	75864	88275.2
213	775.547	6868.94	0	5500.98	75104.5	87474.4
214	775.547	6862.68	0	5498.9	75104.5	87466.1
