#Iterations	Temperature	Chi2	Type	Histogram	Connect	Total
1	770.363	7673.93	0	6035.52	91706	105415
2	770.363	7624.14	0	6005.77	91706	105336
3	770.363	7583.2	0	5986.1	91706	105275
4	770.363	7449.25	0	5994.26	91706	105150
5	770.363	7450.15	0	5993.34	91706	105150
6	770.363	7484.34	0	5999.16	91706	105190
7	770.363	7450.03	0	5989.12	91706	105145
8	770.363	7422.27	0	5976.78	91706	105105
9	770.363	7445.83	0	5967.68	90429.3	103843
10	770.363	7495.88	0	5990.16	90429.3	103915
11	770.363	7510.42	0	5981.64	90429.3	103921
12	770.363	7502.04	0	5976.58	90429.3	103908
13	770.363	7540.71	0	5998.73	90429.3	103969
14	770.363	7551.92	0	6005.27	90429.3	103986
15	770.363	7544.68	0	6003.7	90429.3	103978
16	770.363	7564.52	0	5997.52	90429.3	103991
17	770.363	7588.38	0	6017.69	90429.3	104035
18	770.363	7614.1	0	6004.91	90429.3	104048
19	770.363	7597.41	0	5998.57	90429.3	104025
20	770.363	7664.94	0	5986.68	89204.6	102856
21	770.363	7611.37	0	5993.29	89204.6	102809
22	770.363	7570.26	0	5978.24	89204.6	102753
23	770.363	7581.45	0	5987.82	89204.6	102774
24	770.363	7589.19	0	5994.1	89204.6	102788
25	770.363	7518.27	0	5975.95	89204.6	102699
26	770.363	7537.94	0	5978.75	89204.6	102721
27	770.363	7440.28	0	5965.7	89204.6	102611
28	770.363	7310.19	0	5954.34	89204.6	102469
29	770.363	7302.48	0	5938.46	89204.6	102446
30	770.363	7290.72	0	5954.17	89204.6	102449
31	770.363	7254.29	0	5951.8	89204.6	102411
32	770.363	7243.94	0	5943.37	89204.6	102392
33	770.363	7314.2	0	5961.67	89204.6	102480
34	770.363	7296.38	0	5947.48	89204.6	102448
35	770.363	7318.1	0	5959.3	89204.6	102482
36	770.363	7334.67	0	5974	89204.6	102513
37	770.363	7430.32	0	5972.14	89204.6	102607
38	770.363	7424.76	0	5969.11	89204.6	102598
39	770.363	7419.66	0	5959.25	89204.6	102584
40	770.363	7429.59	0	5957.7	89204.6	102592
41	770.363	7459.15	0	5962.46	89204.6	102626
42	770.363	7454.74	0	5932.36	89204.6	102592
43	770.363	7496.83	0	5914.99	88028	101440
44	770.363	7474.41	0	5910.59	88028	101413
45	770.363	7466.8	0	5883.47	88028	101378
46	770.363	7481.61	0	5899.31	88028	101409
47	770.363	7442.07	0	5912.55	89204.6	102559
48	770.363	7397.21	0	5899.09	89204.6	102501
49	770.363	7369.5	0	5884.2	89204.6	102458
50	770.363	7430.04	0	5876.26	89204.6	102511
51	770.363	7400.86	0	5866.89	89204.6	102472
52	770.363	7430.12	0	5839.86	89204.6	102475
53	770.363	7442.62	0	5864.93	89204.6	102512
54	770.363	7443.2	0	5872.44	89204.6	102520
55	770.363	7433.9	0	5870.69	89204.6	102509
56	770.363	7385.13	0	5860.39	89204.6	102450
57	770.363	7371.5	0	5826.75	89204.6	102403
58	770.363	7418.9	0	5823.33	89204.6	102447
59	770.363	7409.97	0	5818.16	89204.6	102433
60	770.363	7511.86	0	5836.87	89204.6	102553
61	770.363	7479.84	0	5822.38	89204.6	102507
62	770.363	7468.3	0	5827.66	89204.6	102501
